Year,OuderRegioNaam,Unnamed: 0,Kiesgerechtigden,Opkomst,OngeldigeStemmen,BlancoStemmen,GeldigeStemmen,VVD,PVV (Partij voor de Vrijheid),CDA,Democraten 66 (D66),GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,Volt,JA21,BBB,BIJ1,Piratenpartij,Rooms-Katholieke Staatspartij (RKSP),Sociaal-Democratische Arbeiderspartij (SDAP),Anti-Revolutionaire Partij,Liberale Unie,CHU 1,Vrijzinnig-Democratische Bond (VDB),CHU 2,Vrijheidsbond 1,Vrijheidsbond 2,Communistische Partij van Nederland,HGSP,Christelijk-Historische Unie,Liberale Staatspartij (LSP),Rooms-Katholieke Volkspartij (RKVP),Plattelandersbond,Christelijk-Democratische Unie,Nationaal-Socialistische Beweging (NSB),Katholieke Volkspartij (KVP),Partij van de Vrijheid,Overig,Lijst Welter,Katholieke Nationale Partij,Gereformeerd Politiek Verbond (GPV),Pacifistisch-Socialistische Partij (PSP),Boeren Partij,Democratisch Socialisten '70,Politieke Partij Radikalen (PPR),Nederlandse Middenstands Partij,Rooms Katholieke Partij Nederland (RKPN),Reformatorische Politieke Federatie (RPF),Evangelische Volkspartij,CP,Centrumdemocraten,GL,De Groenen,Algemeen Ouderen Verbond (AOV),Ouderen Unie 55+,Lijst Pim Fortuyn,LN,Verenigde Senioren Partij,ETnNL,TROTS op Nederland Lijst Rita Verdonk
1937,Zuid-Holland,100384,1133734,1056843,18191,22934,1015718,0,0,0,0,0,0,0,0,0,0,34052,0,0,0,0,0,0,0,180346,282663,208999,0,0,46956,0,0,0,28229,12706,81342,56327,0,823,8693,44636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Drenthe,17251,0,125781,0,0,125781,0,0,0,0,0,0,49527,0,0,0,286,0,0,0,0,0,0,0,0,0,24099,0,0,0,0,0,0,8956,0,15151,0,0,0,0,0,7271,19865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Fryslân,21929,0,236898,0,0,236898,0,0,0,0,0,0,88942,0,0,0,1567,0,0,0,0,0,0,0,0,0,56451,0,0,0,0,0,0,23840,0,37029,0,0,0,0,0,15794,11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Gelderland,50263,0,510578,0,0,510578,0,0,0,0,0,0,144365,0,0,0,18087,0,0,0,0,0,0,0,0,0,61041,0,0,0,0,0,0,23225,0,66159,0,0,0,0,0,161555,32811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Groningen,30724,0,234763,0,0,234763,0,0,0,0,0,0,83354,0,0,0,281,0,0,0,0,0,0,0,0,0,52858,0,0,0,0,0,0,34174,0,21863,0,0,0,0,0,12965,26239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Limburg,55396,0,298428,0,0,298428,0,0,0,0,0,0,37400,0,0,0,483,0,0,0,0,0,0,0,0,0,2731,0,0,0,0,0,0,16840,0,1632,0,0,0,0,0,237410,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Noord-Brabant,69313,0,536595,0,0,536595,0,0,0,0,0,0,67079,0,0,0,3411,0,0,0,0,0,0,0,0,0,17602,0,0,0,0,0,0,12027,0,12331,0,0,0,0,0,416718,5733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Noord-Holland,61361,0,922426,0,0,922426,0,0,0,0,0,0,300390,0,0,0,4509,0,0,0,0,0,0,0,0,0,92516,0,0,0,0,0,0,194787,0,38721,0,0,0,0,0,213723,64229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Overijssel,25047,0,319575,0,0,319575,0,0,0,0,0,0,91770,0,0,0,8719,0,0,0,0,0,0,0,0,0,44484,0,0,0,0,0,0,33140,0,34718,0,0,0,0,0,85122,17157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Total,1016,0,4760711,0,0,4760711,0,0,0,0,0,0,1347940,0,0,0,101761,0,0,0,0,0,0,0,0,0,614201,0,0,0,0,0,0,502963,0,373217,0,0,0,0,0,1466582,305285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Utrecht,36054,0,271435,0,0,271435,0,0,0,0,0,0,78859,0,0,0,9483,0,0,0,0,0,0,0,0,0,46847,0,0,0,0,0,0,20503,0,26151,0,0,0,0,0,69956,16808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Zeeland,55860,0,136186,0,0,136186,0,0,0,0,0,0,33497,0,0,0,13344,0,0,0,0,0,0,0,0,0,22225,0,0,0,0,0,0,3755,0,23542,0,0,0,0,0,28445,9799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Zuid-Holland,91833,0,1165972,0,0,1165972,0,0,0,0,0,0,372160,0,0,0,41558,0,0,0,0,0,0,0,0,0,192991,0,0,0,0,0,0,131337,0,95766,0,0,0,0,0,217138,99580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Drenthe,17251,144268,128490,0,0,128490,20181,0,0,0,0,0,48859,0,0,0,567,0,0,0,0,0,0,0,0,0,24350,0,0,0,0,0,0,6931,0,17703,0,0,0,0,0,7978,0,1672,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Fryslân,21929,261872,240000,0,0,240000,17568,0,0,0,0,0,79690,0,0,0,1662,0,0,0,0,0,0,0,0,0,58356,0,0,0,0,0,0,17146,0,42176,0,0,0,0,0,16711,0,6349,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Gelderland,50263,573051,538373,0,0,538373,44044,0,0,0,0,0,134310,0,0,0,22762,0,0,0,0,0,0,0,0,0,64758,0,0,0,0,0,0,16772,0,74911,0,0,0,0,0,168843,0,5847,6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Groningen,30724,261662,234323,0,0,234323,28146,0,0,0,0,0,78029,0,0,0,517,0,0,0,0,0,0,0,0,0,53643,0,0,0,0,0,0,26399,0,26745,0,0,0,0,0,13167,0,6821,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Limburg,55396,341421,319091,0,0,319091,2561,0,0,0,0,0,27334,0,0,0,273,0,0,0,0,0,0,0,0,0,3239,0,0,0,0,0,0,11661,0,2339,0,0,0,0,0,259958,0,2105,9621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Noord-Brabant,69313,602532,560747,0,0,560747,8949,0,0,0,0,0,58925,0,0,0,3887,0,0,0,0,0,0,0,0,0,18467,0,0,0,0,0,0,9299,0,14788,0,0,0,0,0,433112,0,2981,10339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Noord-Holland,61361,1060936,948285,0,0,948285,92883,0,0,0,0,0,276571,0,0,0,5385,0,0,0,0,0,0,0,0,0,106397,0,0,0,0,0,0,164315,0,50828,0,0,0,0,0,222262,0,19044,10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Overijssel,25047,357896,331782,0,0,331782,27556,0,0,0,0,0,83869,0,0,0,9698,0,0,0,0,0,0,0,0,0,44739,0,0,0,0,0,0,25071,0,46868,0,0,0,0,0,90715,0,1977,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Total,1016,5413204,4931499,0,0,4931499,391861,0,0,0,0,0,1262888,0,0,0,116864,0,0,0,0,0,0,0,0,0,651080,0,0,0,0,0,0,381863,0,453136,0,0,0,0,0,1530794,0,80655,62358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Utrecht,36054,313248,285300,0,0,285300,21712,0,0,0,0,0,71727,0,0,0,11266,0,0,0,0,0,0,0,0,0,53319,0,0,0,0,0,0,13791,0,31704,0,0,0,0,0,70554,0,6113,5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Zeeland,55860,154829,143647,0,0,143647,11446,0,0,0,0,0,35083,0,0,0,14195,0,0,0,0,0,0,0,0,0,23655,0,0,0,0,0,0,2478,0,24131,0,0,0,0,0,27926,0,3041,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Zuid-Holland,91833,1340221,1197576,0,0,1197576,116692,0,0,0,0,0,367467,0,0,0,46580,0,0,0,0,0,0,0,0,0,199445,0,0,0,0,0,0,87343,0,120524,0,0,0,0,0,218712,0,24691,16122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Drenthe,17176,153166,139834,0,0,139834,20726,0,0,0,0,0,58454,0,0,0,476,0,0,0,0,0,0,0,0,0,23441,0,0,0,0,0,0,6220,0,18005,0,0,0,0,0,8676,0,0,0,415,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Fryslân,21837,266131,248622,0,0,248622,21505,0,0,0,0,0,91006,0,0,0,2084,0,0,0,0,0,0,0,0,0,56663,0,0,0,0,0,0,11459,0,40554,0,0,0,0,0,16563,0,0,0,1033,2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Gelderland,50261,616128,581752,0,0,581752,49426,0,0,0,0,0,166817,0,0,0,24418,0,0,0,0,0,0,0,0,0,62201,0,0,0,0,0,0,12939,0,78330,0,0,0,0,0,168154,0,0,0,12495,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Groningen,29883,270639,246925,0,0,246925,31208,0,0,0,0,0,93940,0,0,0,571,0,0,0,0,0,0,0,0,0,45038,0,0,0,0,0,0,22288,0,25133,0,0,0,0,0,12864,0,0,0,1821,8473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Limburg,55975,379588,350687,0,0,350687,3181,0,0,0,0,0,44777,0,0,0,296,0,0,0,0,0,0,0,0,0,3382,0,0,0,0,0,0,8198,0,3146,0,0,0,0,0,264546,0,0,0,21252,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Noord-Brabant,69451,655456,613137,0,0,613137,12164,0,0,0,0,0,92150,0,0,0,4068,0,0,0,0,0,0,0,0,0,17577,0,0,0,0,0,0,7794,0,16080,0,0,0,0,0,428161,0,0,0,31365,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Noord-Holland,60275,1119864,1023710,0,0,1023710,115802,0,0,0,0,0,335001,0,0,0,6341,0,0,0,0,0,0,0,0,0,98123,0,0,0,0,0,0,149519,0,53608,0,0,0,0,0,216161,0,0,0,28677,2798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Overijssel,25777,387505,362669,0,0,362669,30905,0,0,0,0,0,97150,0,0,0,11140,0,0,0,0,0,0,0,0,0,40512,0,0,0,0,0,0,22409,0,51427,0,0,0,0,0,95418,0,0,0,4965,6597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Total,1014,5781140,5335456,0,0,5335456,471038,0,0,0,0,0,1545844,0,0,0,129073,0,0,0,0,0,0,0,0,0,603170,0,0,0,0,0,0,328612,0,476188,0,0,0,0,0,1529434,0,0,0,144519,35494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Utrecht,35293,333353,309159,0,0,309159,27419,0,0,0,0,0,87213,0,0,0,12637,0,0,0,0,0,0,0,0,0,46252,0,0,0,0,0,0,11330,0,36316,0,0,0,0,0,71881,0,0,0,8173,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Zeeland,55628,161354,149590,0,0,149590,12020,0,0,0,0,0,41950,0,0,0,14156,0,0,0,0,0,0,0,0,0,20698,0,0,0,0,0,0,1281,0,23581,0,0,0,0,0,27714,0,0,0,1579,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Zuid-Holland,91449,1432164,1302286,0,0,1302286,146320,0,0,0,0,0,435341,0,0,0,52748,0,0,0,0,0,0,0,0,0,187901,0,0,0,0,0,0,74878,0,129005,0,0,0,0,0,217603,0,0,0,32721,5817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Drenthe,17009,161368,154579,5648,0,148931,22604,0,0,0,0,0,66412,0,0,0,441,0,0,0,0,0,0,0,0,0,23346,0,0,0,0,0,0,5015,0,18103,0,0,0,0,0,10294,0,0,0,0,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Fryslân,21623,268412,256493,4122,0,252371,21159,0,0,0,0,0,103251,0,0,0,1853,0,0,0,0,0,0,0,0,0,55554,0,0,0,0,0,0,8887,0,40285,0,0,0,0,0,17511,0,0,0,0,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Gelderland,46593,659379,638311,10902,0,627409,49332,0,0,0,0,0,196283,0,0,0,24040,0,0,0,0,0,0,0,0,0,58207,0,0,0,0,0,0,8924,0,82155,0,0,0,0,0,201872,0,0,0,0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Groningen,29591,275389,260447,6685,0,253762,32685,0,0,0,0,0,107193,0,0,0,615,0,0,0,0,0,0,0,0,0,43856,0,0,0,0,0,0,19404,0,24303,0,0,0,0,0,15048,0,0,0,0,8856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Limburg,55414,415700,408619,10093,0,398526,3401,0,0,0,0,0,69790,0,0,0,181,0,0,0,0,0,0,0,0,0,3333,0,0,0,0,0,0,3995,0,2331,0,0,0,0,0,313149,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Noord-Brabant,68770,710188,691631,12234,0,679397,13569,0,0,0,0,0,111429,0,0,0,3950,0,0,0,0,0,0,0,0,0,18252,0,0,0,0,0,0,3822,0,15746,0,0,0,0,0,508688,0,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Noord-Holland,59678,1175379,1111898,25805,0,1086093,128368,0,0,0,0,0,405251,0,0,0,6543,0,0,0,0,0,0,0,0,0,89580,0,0,0,0,0,0,128799,0,55798,0,0,0,0,0,257451,0,0,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Overijssel,25523,409559,395668,6354,0,389314,29416,0,0,0,0,0,123907,0,0,0,11594,0,0,0,0,0,0,0,0,0,39541,0,0,0,0,0,0,16168,0,51028,0,0,0,0,0,109062,0,0,0,0,7029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Total,1004,6122068,5849607,121908,0,5727699,502530,0,0,0,0,0,1872201,0,0,0,129515,0,0,0,0,0,0,0,0,0,567529,0,0,0,0,0,0,272050,0,482915,0,0,0,0,0,1815288,0,0,0,0,37208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Utrecht,32143,356500,340398,6291,0,334107,30995,0,0,0,0,0,108989,0,0,0,12321,0,0,0,0,0,0,0,0,0,43004,0,0,0,0,0,0,8573,0,37212,0,0,0,0,0,86334,0,0,0,0,3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Zeeland,55071,163845,155407,2975,0,152432,12322,0,0,0,0,0,48782,0,0,0,13654,0,0,0,0,0,0,0,0,0,19505,0,0,0,0,0,0,880,0,23467,0,0,0,0,0,31879,0,0,0,0,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Zuid-Holland,90523,1516592,1425609,30727,0,1394882,157888,0,0,0,0,0,527983,0,0,0,54071,0,0,0,0,0,0,0,0,0,171293,0,0,0,0,0,0,67441,0,130968,0,0,0,0,0,261397,0,0,0,0,6288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Drenthe,16926,170529,163660,5159,0,158501,29108,0,0,0,0,0,67418,0,0,0,389,0,0,0,0,0,0,0,0,0,24216,0,0,0,0,0,0,3010,0,18284,0,0,0,0,0,10880,0,0,0,0,1836,1003,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Fryslân,21515,272590,260527,3933,0,256594,26656,0,0,0,0,0,99391,0,0,0,1689,0,0,0,0,0,0,0,0,0,56289,0,0,0,0,0,0,5162,0,41533,0,0,0,0,0,17697,0,0,0,0,2795,4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Gelderland,45465,697270,668694,12975,0,655719,72159,0,0,0,0,0,190802,0,0,0,23926,0,0,0,0,0,0,0,0,0,59537,0,0,0,0,0,0,4127,0,79755,0,0,0,0,0,209136,0,0,0,0,2289,4530,8092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Groningen,29449,283531,268938,7362,0,261576,41804,0,0,0,0,0,106358,0,0,0,584,0,0,0,0,0,0,0,0,0,43863,0,0,0,0,0,0,12626,0,24356,0,0,0,0,0,15280,0,0,0,0,9099,4401,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Limburg,55153,446756,434371,14302,0,420069,10347,0,0,0,0,0,63114,0,0,0,268,0,0,0,0,0,0,0,0,0,4165,0,0,0,0,0,0,3124,0,2750,0,0,0,0,0,334072,0,0,0,0,425,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Noord-Brabant,68425,757099,736630,17959,0,718671,30241,0,0,0,0,0,108893,0,0,0,4245,0,0,0,0,0,0,0,0,0,18828,0,0,0,0,0,0,3231,0,16189,0,0,0,0,0,532124,0,0,0,0,938,2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Noord-Holland,59367,1226675,1167241,30615,0,1136626,190387,0,0,0,0,0,376567,0,0,0,6462,0,0,0,0,0,0,0,0,0,84688,0,0,0,0,0,0,69489,0,56191,0,0,0,0,0,266501,0,0,0,0,3259,52945,10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Overijssel,25392,428400,413053,7182,0,405871,38935,0,0,0,0,0,121916,0,0,0,11147,0,0,0,0,0,0,0,0,0,40894,0,0,0,0,0,0,9927,0,52543,0,0,0,0,0,114170,0,0,0,0,7627,3743,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Total,998,6425458,6143409,143879,0,5999530,732758,0,0,0,0,0,1821285,0,0,0,129678,0,0,0,0,0,0,0,0,0,563091,0,0,0,0,0,0,144542,0,486429,0,0,0,0,0,1895914,0,0,0,0,39972,110499,37774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Utrecht,30263,379459,360990,7209,0,353781,48872,0,0,0,0,0,105147,0,0,0,11793,0,0,0,0,0,0,0,0,0,43464,0,0,0,0,0,0,3034,0,37471,0,0,0,0,0,90089,0,0,0,0,3496,5469,3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Zeeland,54808,167882,159015,3253,0,155762,17225,0,0,0,0,0,45661,0,0,0,13779,0,0,0,0,0,0,0,0,0,19491,0,0,0,0,0,0,576,0,23274,0,0,0,0,0,32807,0,0,0,0,1299,647,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Zuid-Holland,89180,1582957,1497993,33856,0,1464137,225838,0,0,0,0,0,533002,0,0,0,55135,0,0,0,0,0,0,0,0,0,165216,0,0,0,0,0,0,30191,0,132196,0,0,0,0,0,270177,0,0,0,0,6639,29929,9116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Drenthe,16623,180280,173339,5779,0,167560,26013,0,0,0,0,0,67177,0,0,0,771,0,0,0,0,0,0,0,0,0,24577,0,0,0,0,0,0,3418,0,19520,0,0,0,0,0,12781,0,0,0,0,2197,2986,7005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Fryslân,21136,278338,265280,5305,0,259975,20944,0,0,0,0,0,91093,0,0,0,2170,0,0,0,0,0,0,0,0,0,56716,0,0,0,0,0,0,5562,0,42370,0,0,0,0,0,18858,0,0,0,0,3094,10153,7299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Gelderland,44709,744161,713147,15324,0,697823,64900,0,0,0,0,0,190876,0,0,0,25955,0,0,0,0,0,0,0,0,0,55310,0,0,0,0,0,0,5524,0,89227,0,0,0,0,0,222503,0,0,0,0,3150,9413,22105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Groningen,28933,290473,274957,8356,0,266601,34877,0,0,0,0,0,101443,0,0,0,1176,0,0,0,0,0,0,0,0,0,43149,0,0,0,0,0,0,13452,0,27049,0,0,0,0,0,17268,0,0,0,0,9905,9709,5847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Limburg,53712,480812,463340,19365,0,443975,10168,0,0,0,0,0,57298,0,0,0,410,0,0,0,0,0,0,0,0,0,3789,0,0,0,0,0,0,5311,0,3736,0,0,0,0,0,343913,0,0,0,0,559,2320,10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Noord-Brabant,67214,823658,795973,23612,0,772361,31861,0,0,0,0,0,104380,0,0,0,4784,0,0,0,0,0,0,0,0,0,18229,0,0,0,0,0,0,3935,0,18511,0,0,0,0,0,555090,0,0,0,0,989,5765,16111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Noord-Holland,57601,1268549,1195277,28320,0,1166957,160151,0,0,0,0,0,353238,0,0,0,7720,0,0,0,0,0,0,0,0,0,83321,0,0,0,0,0,0,84292,0,64145,0,0,0,0,0,282306,0,0,0,0,3605,74852,23352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Overijssel,25516,462328,445197,7725,0,437472,34892,0,0,0,0,0,121498,0,0,0,12888,0,0,0,0,0,0,0,0,0,41387,0,0,0,0,0,0,10834,0,56965,0,0,0,0,0,122895,0,0,0,0,9164,8967,14126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Total,980,6746362,6419446,161441,0,6258005,643820,0,0,0,0,0,1753025,0,0,0,143549,0,0,0,0,0,0,0,0,0,545718,0,0,0,0,0,0,173322,0,536782,0,0,0,0,0,1995348,0,0,0,0,46324,189370,133210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Utrecht,28257,401629,382453,8039,0,374414,46200,0,0,0,0,0,102862,0,0,0,13317,0,0,0,0,0,0,0,0,0,41287,0,0,0,0,0,0,4402,0,43712,0,0,0,0,0,96450,0,0,0,0,4251,9789,6190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Zeeland,48510,169812,160322,4033,0,156289,14601,0,0,0,0,0,42973,0,0,0,14363,0,0,0,0,0,0,0,0,0,18373,0,0,0,0,0,0,869,0,24654,0,0,0,0,0,32436,0,0,0,0,1454,1607,3214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Zuid-Holland,86535,1645074,1548652,35571,0,1513081,199114,0,0,0,0,0,519734,0,0,0,59969,0,0,0,0,0,0,0,0,0,159342,0,0,0,0,0,0,35707,0,146643,0,0,0,0,0,290528,0,0,0,0,7914,53777,17911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Drenthe,16084,204560,195328,6671,0,188657,26475,0,0,3982,0,0,67055,0,0,0,672,0,0,0,0,0,0,0,0,0,28412,0,0,0,0,0,0,5395,0,21458,0,0,0,0,0,13224,0,0,0,0,2936,3193,12356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Fryslân,20476,304047,289640,6327,0,283313,22935,0,0,6806,0,0,89798,0,0,0,1888,0,0,0,0,0,0,0,0,0,64697,0,0,0,0,0,0,7920,0,43255,0,0,0,0,0,18475,0,0,0,0,3936,10062,9326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Gelderland,43146,837015,801993,18558,0,783435,75961,0,0,26534,0,0,179181,0,0,0,25308,0,0,0,0,0,0,0,0,0,74771,0,0,0,0,0,0,9316,0,92072,0,0,0,0,0,213160,0,0,0,0,4808,11642,55054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Groningen,27114,317885,301651,8564,0,293087,35236,0,0,7942,0,0,97441,0,0,0,677,0,0,0,0,0,0,0,0,0,48799,0,0,0,0,0,0,18655,0,28288,0,0,0,0,0,16108,0,0,0,0,11029,10330,13383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Limburg,51291,543653,520834,27291,0,493543,24935,0,0,15229,0,0,58287,0,0,0,404,0,0,0,0,0,0,0,0,0,9232,0,0,0,0,0,0,10622,0,5063,0,0,0,0,0,314247,0,0,0,0,616,6499,29107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Noord-Brabant,65099,947559,912863,32503,0,880360,66085,0,0,42447,0,0,92381,0,0,0,4845,0,0,0,0,0,0,0,0,0,35848,0,0,0,0,0,0,11627,0,21614,0,0,0,0,0,498568,0,0,0,0,1946,12442,59143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Noord-Holland,53981,1366604,1286269,30032,0,1256237,164585,0,0,87111,0,0,310322,0,0,0,6371,0,0,0,0,0,0,0,0,0,105369,0,0,0,0,0,0,109399,0,64899,0,0,0,0,0,248950,0,0,0,0,5119,63388,52998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Overijssel,24711,513327,493517,9343,0,484174,39181,0,0,13216,0,0,111715,0,0,0,12993,0,0,0,0,0,0,0,0,0,51063,0,0,0,0,0,0,13885,0,61495,0,0,0,0,0,123544,0,0,0,0,10689,11065,27911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Total,942,7450680,7077798,198298,0,6879500,738229,0,0,307859,0,0,1620447,0,0,0,138119,0,0,0,0,0,0,0,0,0,681203,0,0,0,0,0,0,248330,0,560467,0,0,0,0,0,1822939,0,0,0,0,59218,197217,328186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Utrecht,24013,446928,426344,10677,0,415667,54459,0,0,18640,0,0,94562,0,0,0,12651,0,0,0,0,0,0,0,0,0,50676,0,0,0,0,0,0,7374,0,45893,0,0,0,0,0,89169,0,0,0,0,5545,10425,16284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Zeeland,41432,183653,173362,5502,0,167860,17475,0,0,3627,0,0,40795,0,0,0,14413,0,0,0,0,0,0,0,0,0,21188,0,0,0,0,0,0,1396,0,25218,0,0,0,0,0,29501,0,0,0,0,1878,2322,6771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Zuid-Holland,74937,1781204,1671744,42783,0,1628961,210467,0,0,82176,0,0,477984,0,0,0,57848,0,0,0,0,0,0,0,0,0,190275,0,0,0,0,0,0,52702,0,150618,0,0,0,0,0,257215,0,0,0,0,10606,55765,45734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
