Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Alkmaar;KD34;Kiesgerechtigden;;4783
Alkmaar;KD34;AantalStembriefjes;;3423
Alkmaar;KD34;Opkomst;;3422
Alkmaar;KD34;AantalGeldigeStemmen;;3405
Alkmaar;KD34;AantalBlancoStemmen;;12
Alkmaar;KD34;;mr. W.van der Kaay;1636
Alkmaar;KD34;;A. Goede;1313
Alkmaar;KD34;;C.V. Gerritsen;453
Almelo;KD15;Kiesgerechtigden;;2360
Almelo;KD15;Opkomst;;1967
Almelo;KD15;AantalStembriefjes;;1967
Almelo;KD15;AantalGeldigeStemmen;;1957
Almelo;KD15;AantalBlancoStemmen;;10
Almelo;KD15;;mr. W.C.J.J. Cremers;1090
Almelo;KD15;;W.H. Dikkers;827
Almelo;KD15;;J.van Alphen;27
Amersfoort;KD26;Kiesgerechtigden;;3059
Amersfoort;KD26;Opkomst;;2156
Amersfoort;KD26;AantalStembriefjes;;2156
Amersfoort;KD26;AantalGeldigeStemmen;;2152
Amersfoort;KD26;AantalBlancoStemmen;;3
Amersfoort;KD26;;J.E.N.baron van Schimmelpenninck van der Oye;901
Amersfoort;KD26;;mr. W.H.J. Rooijaards;709
Amersfoort;KD26;;M.de Ras;522
Amsterdam;KD72;AantalGeldigeStemmen;;119264
Amsterdam;KD72;Kiesgerechtigden;;22531
Amsterdam;KD72;Opkomst;;13411
Amsterdam;KD72;AantalStembriefjes;;13410
Amsterdam;KD72;AantalBlancoStemmen;;1246
Amsterdam;KD72;;B.H. Heldt;8721
Amsterdam;KD72;;J.T. Cremer;7481
Amsterdam;KD72;;mr. A. Kerdijk;7452
Amsterdam;KD72;;mr. A.F.K. Hartogh;7347
Amsterdam;KD72;;mr. J.P.R. Tak van Poortvliet;7234
Amsterdam;KD72;;jhr.mr. J.W.H. Rutgers van Rozenburg;7172
Amsterdam;KD72;;mr. W.H.de Beaufort;7078
Amsterdam;KD72;;mr. I.A. Levy;7011
Amsterdam;KD72;;mr. J.G. Gleichman;6862
Amsterdam;KD72;;jhr. H. Tindal;2754
Amsterdam;KD72;;W. Hovy;2702
Amsterdam;KD72;;mr. Th. Heemskerk;2622
Amsterdam;KD72;;mr. D.P.D. Fabius;2519
Amsterdam;KD72;;dr. H.J.A.M. Schaepman;2477
Amsterdam;KD72;;C.V. Gerritsen;2416
Amsterdam;KD72;;H. Waller;2385
Amsterdam;KD72;;mr. W. Heineken;2385
Amsterdam;KD72;;H.P.C.W.H.J.B.van Son;2383
Amsterdam;KD72;;mr. A.H.M.van Berckel;2271
Amsterdam;KD72;;mr. M.W.F. Treub;2267
Amsterdam;KD72;;M. Noordtzij;2240
Amsterdam;KD72;;mr. L. Stevens;2156
Amsterdam;KD72;;dr. V. Bruinsma;2063
Amsterdam;KD72;;H. Muller;1870
Amsterdam;KD72;;P. Nolting;1403
Amsterdam;KD72;;P. Sträter;1377
Amsterdam;KD72;;P.J. Raaymakers;1340
Amsterdam;KD72;;mr. J.A.N. Travaglino;1256
Amsterdam;KD72;;dr. P.J.F. Vermeulen;1249
Amsterdam;KD72;;mr. J.H. Fahrensbach;1233
Amsterdam;KD72;;B.R.F.van Vlijmen;1233
Amsterdam;KD72;;mr. J.J.I. Harte van Tecklenburg;1222
Amsterdam;KD72;;J.P.T.van Nunen;1170
Amsterdam;KD72;;W. Koch;1130
Amsterdam;KD72;;J. Weelink;1052
Amsterdam;KD72;;F. Domela Nieuwenhuis;759
Amsterdam;KD72;;A.H. Gerhard;578
Amsterdam;KD72;;F.van der Goes;504
Amsterdam;KD72;;J.A. Fortuyn;436
Amsterdam;KD72;;A. Rot;414
Amsterdam;KD72;;A.van Emmenes;314
Amsterdam;KD72;;G.van Duivenbode;295
Apeldoorn;KD91;Kiesgerechtigden;;3007
Apeldoorn;KD91;Opkomst;;2322
Apeldoorn;KD91;AantalStembriefjes;;2322
Apeldoorn;KD91;AantalGeldigeStemmen;;2303
Apeldoorn;KD91;AantalBlancoStemmen;;12
Apeldoorn;KD91;;mr. W.K.F.P.graaf van Bylandt;1270
Apeldoorn;KD91;;mr. H.P.de Kanter;1022
Appingedam;KD3;Kiesgerechtigden;;4002
Appingedam;KD3;Opkomst;;2290
Appingedam;KD3;AantalStembriefjes;;2290
Appingedam;KD3;AantalGeldigeStemmen;;2276
Appingedam;KD3;AantalBlancoStemmen;;10
Appingedam;KD3;;J. Schepel;1314
Appingedam;KD3;;jhr.mr. W.H.de Savornin Lohman;908
Arnhem;KD17;Kiesgerechtigden;;2792
Arnhem;KD17;Opkomst;;2077
Arnhem;KD17;AantalStembriefjes;;2077
Arnhem;KD17;AantalGeldigeStemmen;;2061
Arnhem;KD17;AantalBlancoStemmen;;13
Arnhem;KD17;;mr. P. Rink;1143
Arnhem;KD17;;mr. D.R.B.baron van Lynden;727
Arnhem;KD17;;A.H. Gerhard;170
Assen;KD5;Kiesgerechtigden;;3013
Assen;KD5;Opkomst;;1147
Assen;KD5;AantalStembriefjes;;1147
Assen;KD5;AantalGeldigeStemmen;;1140
Assen;KD5;AantalBlancoStemmen;;7
Assen;KD5;;jhr. W.A.van der Feltz;781
Assen;KD5;;mr. D.P.D. Fabius;257
Assen;KD5;;W.P.G. Helsdingen;77
Bergen op Zoom;KD63;Kiesgerechtigden;;2904
Bergen op Zoom;KD63;Opkomst;;1175
Bergen op Zoom;KD63;AantalStembriefjes;;1175
Bergen op Zoom;KD63;AantalGeldigeStemmen;;1162
Bergen op Zoom;KD63;AantalBlancoStemmen;;13
Bergen op Zoom;KD63;;L.D.J.L.de Ram;967
Bergen op Zoom;KD63;;mr. M. Tydeman jr.;158
Bergum;KD82;Kiesgerechtigden;;3076
Bergum;KD82;Opkomst;;2641
Bergum;KD82;AantalStembriefjes;;2641
Bergum;KD82;AantalGeldigeStemmen;;2635
Bergum;KD82;AantalBlancoStemmen;;3
Bergum;KD82;;L.W.de Vries;1294
Bergum;KD82;;mr. H.P.de Kanter;1211
Bergum;KD82;;J.A. Fortuyn;129
Beverwijk;KD95;Kiesgerechtigden;;3640
Beverwijk;KD95;Opkomst;;2997
Beverwijk;KD95;AantalStembriefjes;;2996
Beverwijk;KD95;AantalGeldigeStemmen;;2984
Beverwijk;KD95;AantalBlancoStemmen;;3
Beverwijk;KD95;;jhr.mr. J.W.G. Boreel van Hogelanden;778
Beverwijk;KD95;;W. Bos;753
Beverwijk;KD95;;K.de Boer;688
Beverwijk;KD95;;J.J.H. Kervel;618
Beverwijk;KD95;;H. Waller;78
Beverwijk;KD95;;mr. P.N. Engelberts;62
Bodegraven;KD97;Kiesgerechtigden;;3972
Bodegraven;KD97;AantalStembriefjes;;3408
Bodegraven;KD97;Opkomst;;3407
Bodegraven;KD97;AantalGeldigeStemmen;;3402
Bodegraven;KD97;AantalBlancoStemmen;;6
Bodegraven;KD97;;J.N. Bastert;1475
Bodegraven;KD97;;S.van Velzen jr.;1154
Bodegraven;KD97;;dr. H.J.A.M. Schaepman;708
Bodegraven;KD97;;J.J. Duynstee;60
Breda;KD61;Kiesgerechtigden;;3370
Breda;KD61;Opkomst;;1613
Breda;KD61;AantalStembriefjes;;1613
Breda;KD61;AantalGeldigeStemmen;;1596
Breda;KD61;AantalBlancoStemmen;;13
Breda;KD61;;mr. L.P.M.H.baron van Michiels van Verduynen;1072
Breda;KD61;;mr. M. Tydeman jr.;440
Breda;KD61;;W.P.G. Helsdingen;37
Breukelen;KD92;Kiesgerechtigden;;3851
Breukelen;KD92;Opkomst;;3366
Breukelen;KD92;AantalStembriefjes;;3366
Breukelen;KD92;AantalGeldigeStemmen;;3349
Breukelen;KD92;AantalBlancoStemmen;;15
Breukelen;KD92;;mr. W.J. Royaards van den Ham;1246
Breukelen;KD92;;S.M.van Wijck;1165
Breukelen;KD92;;mr. W.G.baron van Brantsen van de Zijp;913
Brielle;KD50;Kiesgerechtigden;;3206
Brielle;KD50;AantalStembriefjes;;2466
Brielle;KD50;Opkomst;;2464
Brielle;KD50;AantalGeldigeStemmen;;2446
Brielle;KD50;AantalBlancoStemmen;;12
Brielle;KD50;;mr. G.J. Goekoop;1415
Brielle;KD50;;H. Seret;1027
Delft;KD45;Kiesgerechtigden;;3205
Delft;KD45;Opkomst;;2744
Delft;KD45;AantalStembriefjes;;2744
Delft;KD45;AantalGeldigeStemmen;;2713
Delft;KD45;AantalBlancoStemmen;;29
Delft;KD45;;mr. H.A.van de Velde;1310
Delft;KD45;;mr. J.P.R. Tak van Poortvliet;1238
Delft;KD45;;mr. B.M. Bahlmann;129
Den Helder;KD94;Kiesgerechtigden;;3725
Den Helder;KD94;Opkomst;;1434
Den Helder;KD94;AantalStembriefjes;;1434
Den Helder;KD94;AantalGeldigeStemmen;;1417
Den Helder;KD94;AantalBlancoStemmen;;16
Den Helder;KD94;;S.T. Land;1044
Den Helder;KD94;;H.W.van Marle;281
Den Helder;KD94;;D.de Clercq;62
Deventer;KD14;Kiesgerechtigden;;2953
Deventer;KD14;Opkomst;;1864
Deventer;KD14;AantalStembriefjes;;1864
Deventer;KD14;AantalGeldigeStemmen;;1853
Deventer;KD14;AantalBlancoStemmen;;9
Deventer;KD14;;mr. A.van Delden;1311
Deventer;KD14;;mr. J.H.A.M. Essink;380
Deventer;KD14;;mr. F.G.van Marle;141
Doetinchem;KD21;Kiesgerechtigden;;3825
Doetinchem;KD21;Opkomst;;3492
Doetinchem;KD21;AantalStembriefjes;;3492
Doetinchem;KD21;AantalGeldigeStemmen;;3465
Doetinchem;KD21;AantalBlancoStemmen;;21
Doetinchem;KD21;;mr. H.F. Hesselink van Suchtelen;1414
Doetinchem;KD21;;mr. J.G.S. Bevers;1125
Doetinchem;KD21;;mr. W.G.baron van Brantsen van de Zijp;901
Dokkum;KD8;Kiesgerechtigden;;3068
Dokkum;KD8;Opkomst;;2693
Dokkum;KD8;AantalStembriefjes;;2693
Dokkum;KD8;AantalGeldigeStemmen;;2685
Dokkum;KD8;AantalBlancoStemmen;;8
Dokkum;KD8;;mr. U.H. Huber;1363
Dokkum;KD8;;mr. A. Kerdijk;1174
Dokkum;KD8;;J. Stoffel;143
Dordrecht;KD42;Kiesgerechtigden;;2934
Dordrecht;KD42;Opkomst;;2553
Dordrecht;KD42;AantalStembriefjes;;2553
Dordrecht;KD42;AantalGeldigeStemmen;;2519
Dordrecht;KD42;AantalBlancoStemmen;;30
Dordrecht;KD42;;S.M.H.van Gijn;1431
Dordrecht;KD42;;jhr.mr. J.J. Pompe van Meerdervoort;947
Dordrecht;KD42;;mr. J.G.de Bruijn;128
Druten;KD88;Kiesgerechtigden;;2917
Druten;KD88;AantalStembriefjes;;1366
Druten;KD88;Opkomst;;1365
Druten;KD88;AantalGeldigeStemmen;;1340
Druten;KD88;AantalBlancoStemmen;;21
Druten;KD88;;mr. J.A.N. Travaglino;1081
Druten;KD88;;jhr. C.P.J.von Weiler;73
Druten;KD88;;mr. P. Rink;65
Druten;KD88;;dr. H.J.A.M. Schaepman;50
Ede;KD90;Kiesgerechtigden;;2884
Ede;KD90;Opkomst;;2321
Ede;KD90;AantalStembriefjes;;2321
Ede;KD90;AantalGeldigeStemmen;;2299
Ede;KD90;AantalBlancoStemmen;;19
Ede;KD90;;C.M.E.van Löben Sels;1160
Ede;KD90;;jhr. A.W.van Borssele;1135
Eindhoven;KD60;Kiesgerechtigden;;3030
Eindhoven;KD60;Opkomst;;1375
Eindhoven;KD60;AantalStembriefjes;;1375
Eindhoven;KD60;AantalGeldigeStemmen;;1364
Eindhoven;KD60;AantalBlancoStemmen;;5
Eindhoven;KD60;;W.P.A. Mutsaers;1187
Eindhoven;KD60;;mr. A.F. Vos de Wael;87
Eindhoven;KD60;;mr. H. Goeman Borgesius;74
Elst;KD22;Kiesgerechtigden;;3158
Elst;KD22;AantalStembriefjes;;2870
Elst;KD22;Opkomst;;2868
Elst;KD22;AantalGeldigeStemmen;;2855
Elst;KD22;AantalBlancoStemmen;;15
Elst;KD22;;mr. G.W.baron van Dedem;1059
Elst;KD22;;M.de Ras;892
Elst;KD22;;A.D. Sipman;883
Emmen;KD79;Kiesgerechtigden;;2057
Emmen;KD79;Opkomst;;1347
Emmen;KD79;AantalStembriefjes;;1347
Emmen;KD79;AantalGeldigeStemmen;;1340
Emmen;KD79;AantalBlancoStemmen;;4
Emmen;KD79;;mr. H.J. Smidt;945
Emmen;KD79;;J.van Alphen;385
Enkhuizen;KD93;Kiesgerechtigden;;4297
Enkhuizen;KD93;Opkomst;;3533
Enkhuizen;KD93;AantalStembriefjes;;3533
Enkhuizen;KD93;AantalGeldigeStemmen;;3511
Enkhuizen;KD93;AantalBlancoStemmen;;9
Enkhuizen;KD93;;J. Zijp;1963
Enkhuizen;KD93;;mr. Th. Heemskerk;1512
Enschede;KD16;Kiesgerechtigden;;2347
Enschede;KD16;Opkomst;;2181
Enschede;KD16;AantalStembriefjes;;2181
Enschede;KD16;AantalGeldigeStemmen;;2160
Enschede;KD16;AantalBlancoStemmen;;16
Enschede;KD16;;W.J. Geertsema;965
Enschede;KD16;;mr. J.H.A.M. Essink;853
Enschede;KD16;;J.van Alphen;168
Enschede;KD16;;mr. A.D.van Assendelft de Coningh;117
Enschede;KD16;;A.H. Gerhard;54
Franeker;KD11;Kiesgerechtigden;;3691
Franeker;KD11;AantalStembriefjes;;3087
Franeker;KD11;Opkomst;;3086
Franeker;KD11;AantalGeldigeStemmen;;3075
Franeker;KD11;AantalBlancoStemmen;;7
Franeker;KD11;;F. Lieftinck;1284
Franeker;KD11;;P.van Vliet;1011
Franeker;KD11;;dr. V. Bruinsma;636
Franeker;KD11;;J.F.H. Bekhuis;131
Goes;KD53;Kiesgerechtigden;;4022
Goes;KD53;Opkomst;;2927
Goes;KD53;AantalStembriefjes;;2927
Goes;KD53;AantalGeldigeStemmen;;2892
Goes;KD53;AantalBlancoStemmen;;28
Goes;KD53;;mr. L.W.C. Keuchenius;1561
Goes;KD53;;J.H.C. Heijse;1173
Goes;KD53;;mr. B.M. Bahlmann;129
Gorinchem;KD41;Kiesgerechtigden;;3391
Gorinchem;KD41;Opkomst;;2984
Gorinchem;KD41;AantalStembriefjes;;2984
Gorinchem;KD41;AantalGeldigeStemmen;;2953
Gorinchem;KD41;AantalBlancoStemmen;;23
Gorinchem;KD41;;H. Seret;1652
Gorinchem;KD41;;W.F. Tak;1281
Gouda;KD40;Kiesgerechtigden;;2985
Gouda;KD40;Opkomst;;2657
Gouda;KD40;AantalStembriefjes;;2657
Gouda;KD40;AantalGeldigeStemmen;;2649
Gouda;KD40;AantalBlancoStemmen;;7
Gouda;KD40;;M. Boogaerdt;1246
Gouda;KD40;;mr. O.J.E.baron van Wassenaer van Catwijck;987
Gouda;KD40;;mr. B.M. Bahlmann;409
Grave;KD56;Kiesgerechtigden;;3397
Grave;KD56;Opkomst;;1669
Grave;KD56;AantalStembriefjes;;1669
Grave;KD56;AantalGeldigeStemmen;;1649
Grave;KD56;AantalBlancoStemmen;;18
Grave;KD56;;mr. J.J.I. Harte van Tecklenburg;1551
Groningen;KD1;AantalGeldigeStemmen;;7714
Groningen;KD1;Kiesgerechtigden;;6021
Groningen;KD1;Opkomst;;3939
Groningen;KD1;AantalStembriefjes;;3939
Groningen;KD1;AantalBlancoStemmen;;150
Groningen;KD1;;mr. J.D. Veegens;2387
Groningen;KD1;;mr. S.van Houten;1785
Groningen;KD1;;A. Brummelkamp jr.;1103
Groningen;KD1;;dr. H.J.A.M. Schaepman;1059
Groningen;KD1;;dr. A.L. Poelman;904
Groningen;KD1;;F. Domela Nieuwenhuis;320
Groningen;KD1;;F.van der Goes;92
Gulpen;KD104;Kiesgerechtigden;;1907
Gulpen;KD104;Opkomst;;933
Gulpen;KD104;AantalStembriefjes;;933
Gulpen;KD104;AantalGeldigeStemmen;;920
Gulpen;KD104;AantalBlancoStemmen;;8
Gulpen;KD104;;J.B.C.E.M.graaf van Marchant d'Ansembourg;688
Gulpen;KD104;;mr.  Lemmens;214
Haarlem;KD33;Kiesgerechtigden;;2917
Haarlem;KD33;Opkomst;;1964
Haarlem;KD33;AantalStembriefjes;;1964
Haarlem;KD33;AantalGeldigeStemmen;;1954
Haarlem;KD33;AantalBlancoStemmen;;9
Haarlem;KD33;;mr. A.J.W. Farncombe Sanders;1041
Haarlem;KD33;;mr. J.A.van Gilse;620
Haarlem;KD33;;H.van Blaaderen;202
Haarlem;KD33;;A.H. Gerhard;80
Haarlemmermeer;KD76;Kiesgerechtigden;;3718
Haarlemmermeer;KD76;AantalStembriefjes;;2865
Haarlemmermeer;KD76;Opkomst;;2864
Haarlemmermeer;KD76;AantalGeldigeStemmen;;2850
Haarlemmermeer;KD76;AantalBlancoStemmen;;7
Haarlemmermeer;KD76;;mr. F.J.M.A. Reekers;1206
Haarlemmermeer;KD76;;jhr. J.B.van Merlen;928
Haarlemmermeer;KD76;;dr. T.C.L. Wijnmalen;701
Harlingen;KD80;Kiesgerechtigden;;3367
Harlingen;KD80;Opkomst;;2903
Harlingen;KD80;AantalStembriefjes;;2903
Harlingen;KD80;AantalGeldigeStemmen;;2887
Harlingen;KD80;AantalBlancoStemmen;;10
Harlingen;KD80;;W.M. Oppedijk;1502
Harlingen;KD80;;mr. H. Goeman Borgesius;1174
Harlingen;KD80;;O. Stellingwerf;204
Helmond;KD59;Kiesgerechtigden;;2679
Helmond;KD59;AantalStembriefjes;;1814
Helmond;KD59;Opkomst;;1813
Helmond;KD59;AantalGeldigeStemmen;;1808
Helmond;KD59;AantalBlancoStemmen;;4
Helmond;KD59;;dr. P.J.F. Vermeulen;1689
Helmond;KD59;;mr. H. Goeman Borgesius;105
Hilversum;KD77;Kiesgerechtigden;;3830
Hilversum;KD77;Opkomst;;2571
Hilversum;KD77;AantalStembriefjes;;2571
Hilversum;KD77;AantalGeldigeStemmen;;2553
Hilversum;KD77;AantalBlancoStemmen;;11
Hilversum;KD77;;mr. T.P.baron van Mackay;1917
Hilversum;KD77;;dr. W. Koster;616
Hontenisse;KD101;Kiesgerechtigden;;3487
Hontenisse;KD101;Opkomst;;2889
Hontenisse;KD101;AantalStembriefjes;;2889
Hontenisse;KD101;AantalGeldigeStemmen;;2861
Hontenisse;KD101;AantalBlancoStemmen;;19
Hontenisse;KD101;;mr. F.J.F.M. Walter;1361
Hontenisse;KD101;;jhr.mr. J.J. Pompe van Meerdervoort;939
Hontenisse;KD101;;mr. J.G.van Deinse;545
Hoorn;KD35;Kiesgerechtigden;;4108
Hoorn;KD35;Opkomst;;2158
Hoorn;KD35;AantalStembriefjes;;2158
Hoorn;KD35;AantalGeldigeStemmen;;2106
Hoorn;KD35;AantalBlancoStemmen;;42
Hoorn;KD35;;mr. W.K.baron van Dedem;1634
Hoorn;KD35;;W.P.G. Helsdingen;245
Hoorn;KD35;;mr. F.J.M.A. Reekers;58
Kampen;KD13;Kiesgerechtigden;;2653
Kampen;KD13;Opkomst;;2380
Kampen;KD13;AantalStembriefjes;;2380
Kampen;KD13;AantalGeldigeStemmen;;2362
Kampen;KD13;AantalBlancoStemmen;;17
Kampen;KD13;;M. Noordtzij;1475
Kampen;KD13;;mr. T. Ruijs;876
Katwijk;KD96;Kiesgerechtigden;;4138
Katwijk;KD96;Opkomst;;3419
Katwijk;KD96;AantalStembriefjes;;3419
Katwijk;KD96;AantalGeldigeStemmen;;3397
Katwijk;KD96;AantalBlancoStemmen;;14
Katwijk;KD96;;J.H. Donner;1256
Katwijk;KD96;;A.op de Laak;1243
Katwijk;KD96;;mr. O.J.H.graaf van Limburg Stirum;450
Katwijk;KD96;;C.A. Zelvelder;436
Leeuwarden;KD7;Kiesgerechtigden;;3303
Leeuwarden;KD7;Opkomst;;2459
Leeuwarden;KD7;AantalStembriefjes;;2459
Leeuwarden;KD7;AantalGeldigeStemmen;;2451
Leeuwarden;KD7;AantalBlancoStemmen;;5
Leeuwarden;KD7;;dr. J. Zaaijer;1350
Leeuwarden;KD7;;D.de Clercq;620
Leeuwarden;KD7;;P.van Vliet;455
Leiden;KD38;Kiesgerechtigden;;2369
Leiden;KD38;Opkomst;;1928
Leiden;KD38;AantalStembriefjes;;1928
Leiden;KD38;AantalGeldigeStemmen;;1916
Leiden;KD38;AantalBlancoStemmen;;7
Leiden;KD38;;H.J. Bool;1049
Leiden;KD38;;mr. O.J.E.baron van Wassenaer van Catwijck;707
Leiden;KD38;;mr. W.H. Jansen Catwijck;129
Lochem;KD86;Kiesgerechtigden;;3474
Lochem;KD86;Opkomst;;3297
Lochem;KD86;AantalStembriefjes;;3297
Lochem;KD86;AantalGeldigeStemmen;;3282
Lochem;KD86;AantalBlancoStemmen;;10
Lochem;KD86;;dr. E.B. Kielstra;1782
Lochem;KD86;;jhr. C.M. Brantsen;1491
Loosduinen;KD98;Kiesgerechtigden;;3943
Loosduinen;KD98;Opkomst;;3212
Loosduinen;KD98;AantalStembriefjes;;3212
Loosduinen;KD98;AantalGeldigeStemmen;;3184
Loosduinen;KD98;AantalBlancoStemmen;;19
Loosduinen;KD98;;mr. A.H.M.van Berckel;1226
Loosduinen;KD98;;mr. H.A.van de Velde;1006
Loosduinen;KD98;;mr. H.P.de Kanter;921
Maastricht;KD64;Kiesgerechtigden;;2406
