Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Alkmaar;KD34;Kiesgerechtigden;;4165
Alkmaar;KD34;AantalGeldigeStemmen;;3596
Alkmaar;KD34;AantalStembriefjes;;1837
Alkmaar;KD34;Opkomst;;1835
Alkmaar;KD34;AantalBlancoStemmen;;72
Alkmaar;KD34;;mr. W.van der Kaay;1356
Alkmaar;KD34;;mr. J.L.de Bruyn Kops;1348
Alkmaar;KD34;;mr. Th. Heemskerk;293
Alkmaar;KD34;;H.W.van Marle;281
Alkmaar;KD34;;W. Bos;194
Almelo;KD15;AantalGeldigeStemmen;;2738
Almelo;KD15;Kiesgerechtigden;;2710
Almelo;KD15;AantalStembriefjes;;1420
Almelo;KD15;Opkomst;;1419
Almelo;KD15;AantalBlancoStemmen;;96
Almelo;KD15;;J.van Alphen;1302
Almelo;KD15;;mr. W.C.J.J. Cremers;1268
Almelo;KD15;;mr. A.van Laer;59
Amersfoort;KD26;AantalGeldigeStemmen;;3938
Amersfoort;KD26;Kiesgerechtigden;;3624
Amersfoort;KD26;Opkomst;;2004
Amersfoort;KD26;AantalStembriefjes;;2004
Amersfoort;KD26;AantalBlancoStemmen;;58
Amersfoort;KD26;;mr. W.K.F.P.graaf van Bylandt;1580
Amersfoort;KD26;;mr. L.W.C. Keuchenius;1402
Amersfoort;KD26;;jhr.mr. J.E. Huydecoper van Nigtevecht;365
Amersfoort;KD26;;mr. F.A.R.A.baron van Ittersum;347
Amsterdam;KD72;AantalGeldigeStemmen;;10710
Amsterdam;KD72;Kiesgerechtigden;;6001
Amsterdam;KD72;Opkomst;;1579
Amsterdam;KD72;AantalStembriefjes;;1579
Amsterdam;KD72;AantalBlancoStemmen;;315
Amsterdam;KD72;;J.T. Cremer;1202
Amsterdam;KD72;;mr. J.G. Gleichman;1198
Amsterdam;KD72;;A. Gildemeester;1195
Amsterdam;KD72;;mr. W.H.de Beaufort;1191
Amsterdam;KD72;;mr. A.F.K. Hartogh;1190
Amsterdam;KD72;;mr. H.J. Kist;1158
Amsterdam;KD72;;mr. A. Kerdijk;1113
Amsterdam;KD72;;W. Hovy;313
Amsterdam;KD72;;mr. Th. Heemskerk;301
Amsterdam;KD72;;mr. Æ.baron van Mackay 2;298
Amsterdam;KD72;;H.W.van Marle;298
Amsterdam;KD72;;J.C. Fabius;295
Amsterdam;KD72;;mr. B.J.L.baron van Geer van Jutphaas;287
Amsterdam;KD72;;jhr.mr. A.F.de Savornin Lohman;286
Appingedam;KD3;AantalGeldigeStemmen;;3542
Appingedam;KD3;Kiesgerechtigden;;3432
Appingedam;KD3;Opkomst;;1783
Appingedam;KD3;AantalStembriefjes;;1783
Appingedam;KD3;AantalBlancoStemmen;;22
Appingedam;KD3;;mr. D.de Ruiter Zijlker;1225
Appingedam;KD3;;J. Schepel;1221
Appingedam;KD3;;jhr.mr. W.H.de Savornin Lohman;529
Appingedam;KD3;;P.H. Dijkhuis;525
Arnhem;KD17;AantalGeldigeStemmen;;5082
Arnhem;KD17;Kiesgerechtigden;;3879
Arnhem;KD17;AantalStembriefjes;;2609
Arnhem;KD17;Opkomst;;2605
Arnhem;KD17;AantalBlancoStemmen;;124
Arnhem;KD17;;P.W.van der Sleyden;1644
Arnhem;KD17;;W. Rooseboom;1643
Arnhem;KD17;;A.baron van Schimmelpenninck van der Oye;889
Arnhem;KD17;;mr. R.baron van Melvil van Lynden;820
Assen;KD5;Kiesgerechtigden;;2812
Assen;KD5;AantalGeldigeStemmen;;2124
Assen;KD5;AantalStembriefjes;;1072
Assen;KD5;Opkomst;;1072
Assen;KD5;AantalBlancoStemmen;;10
Assen;KD5;;mr. H. Smeenge;785
Assen;KD5;;jhr. W.A.van der Feltz;756
Assen;KD5;;mr. Th. Heemskerk;265
Assen;KD5;;S.van Velzen jr.;261
Boxmeer;KD75;Kiesgerechtigden;;3028
Boxmeer;KD75;AantalGeldigeStemmen;;2564
Boxmeer;KD75;AantalStembriefjes;;1312
Boxmeer;KD75;Opkomst;;1311
Boxmeer;KD75;AantalBlancoStemmen;;54
Boxmeer;KD75;;mr. J.H.L. Haffmans;1183
Boxmeer;KD75;;mr. J.M.L.H. Clercx;1119
Breda;KD61;Kiesgerechtigden;;4311
Breda;KD61;AantalGeldigeStemmen;;3174
Breda;KD61;AantalStembriefjes;;1620
Breda;KD61;Opkomst;;1620
Breda;KD61;AantalBlancoStemmen;;48
Breda;KD61;;dr. H.J.A.M. Schaepman;1528
Breda;KD61;;mr. J.J.W.van den Biesen;1525
Brielle;KD50;Kiesgerechtigden;;1369
Brielle;KD50;Opkomst;;676
Brielle;KD50;AantalStembriefjes;;676
Brielle;KD50;AantalGeldigeStemmen;;667
Brielle;KD50;AantalBlancoStemmen;;7
Brielle;KD50;;mr. G.J. Goekoop;626
Brielle;KD50;;mr. Th. Heemskerk;20
Delft;KD45;AantalGeldigeStemmen;;4544
Delft;KD45;Kiesgerechtigden;;3583
Delft;KD45;AantalStembriefjes;;2307
Delft;KD45;Opkomst;;2306
Delft;KD45;AantalBlancoStemmen;;58
Delft;KD45;;J.C. Fabius;1568
Delft;KD45;;mr. A.H.M.van Berckel;1509
Delft;KD45;;mr. H. Goeman Borgesius;698
Delft;KD45;;mr. W.van der Kaay;692
Deventer;KD14;Kiesgerechtigden;;3438
Deventer;KD14;AantalGeldigeStemmen;;2786
Deventer;KD14;AantalStembriefjes;;1479
Deventer;KD14;Opkomst;;1479
Deventer;KD14;AantalBlancoStemmen;;170
Deventer;KD14;;mr. A.van Delden;1341
Deventer;KD14;;mr. H.J. Dijckmeester;1331
Dokkum;KD8;AantalGeldigeStemmen;;3846
Dokkum;KD8;Kiesgerechtigden;;2759
Dokkum;KD8;Opkomst;;1930
Dokkum;KD8;AantalStembriefjes;;1930
Dokkum;KD8;AantalBlancoStemmen;;12
Dokkum;KD8;;mr. W.J.baron van Welderen Rengers;1188
Dokkum;KD8;;dr. E.B. Kielstra;1157
Dokkum;KD8;;mr. U.H. Huber;760
Dokkum;KD8;;mr. L.W.C. Keuchenius;721
Dordrecht;KD42;AantalGeldigeStemmen;;3508
Dordrecht;KD42;Kiesgerechtigden;;2573
Dordrecht;KD42;Opkomst;;1773
Dordrecht;KD42;AantalStembriefjes;;1773
Dordrecht;KD42;AantalBlancoStemmen;;22
Dordrecht;KD42;;mr. G.M.van der Linden;1093
Dordrecht;KD42;;mr. J.B.van Osenbruggen;1092
Dordrecht;KD42;;mr. Th. Heemskerk;654
Dordrecht;KD42;;S.van Velzen jr.;647
Eindhoven;KD60;Kiesgerechtigden;;2914
Eindhoven;KD60;AantalGeldigeStemmen;;2602
Eindhoven;KD60;AantalStembriefjes;;1315
Eindhoven;KD60;Opkomst;;1314
Eindhoven;KD60;AantalBlancoStemmen;;16
Eindhoven;KD60;;mr. A.J.H.van Baar;1263
Eindhoven;KD60;;dr. P.J.F. Vermeulen;1260
Goes;KD53;AantalGeldigeStemmen;;3732
Goes;KD53;Kiesgerechtigden;;2893
Goes;KD53;Opkomst;;1893
Goes;KD53;AantalStembriefjes;;1893
Goes;KD53;AantalBlancoStemmen;;50
Goes;KD53;;A.baron van Schimmelpenninck van der Oye;1154
Goes;KD53;;jhr.mr. A.F.de Savornin Lohman;1080
Goes;KD53;;jhr.mr. J.L.C. Pompe van Meerdervoort;689
Goes;KD53;;jhr.mr. J.F. Schuurbeque Boeye;226
Goes;KD53;;W.H.B. Wilkens;187
Gorinchem;KD41;Kiesgerechtigden;;4071
Gorinchem;KD41;AantalGeldigeStemmen;;3266
Gorinchem;KD41;AantalStembriefjes;;1718
Gorinchem;KD41;Opkomst;;1717
Gorinchem;KD41;AantalBlancoStemmen;;164
Gorinchem;KD41;;H. Seret;1499
Gorinchem;KD41;;mr. B.J.L.baron van Geer van Jutphaas;1491
Gorinchem;KD41;;C.van Andel;57
Gouda;KD40;AantalGeldigeStemmen;;5736
Gouda;KD40;Kiesgerechtigden;;4127
Gouda;KD40;Opkomst;;2875
Gouda;KD40;AantalStembriefjes;;2875
Gouda;KD40;AantalBlancoStemmen;;14
Gouda;KD40;;jhr.mr. K.A. Godin de Beaufort;1659
Gouda;KD40;;mr. U.H. Huber;1654
Gouda;KD40;;mr. A.J. Roest;1201
Gouda;KD40;;mr. J. Fortuijn Droogleever;1189
Groningen;KD1;Kiesgerechtigden;;1733
Groningen;KD1;Opkomst;;656
Groningen;KD1;AantalStembriefjes;;656
Groningen;KD1;AantalGeldigeStemmen;;639
Groningen;KD1;AantalBlancoStemmen;;17
Groningen;KD1;;mr. S.van Houten;465
Groningen;KD1;;jhr.mr. P.J.van Swinderen;109
Groningen;KD1;;F. Domela Nieuwenhuis;30
Haarlem;KD33;Kiesgerechtigden;;3402
Haarlem;KD33;AantalGeldigeStemmen;;1654
Haarlem;KD33;AantalStembriefjes;;887
Haarlem;KD33;Opkomst;;887
Haarlem;KD33;AantalBlancoStemmen;;120
Haarlem;KD33;;W.de Meyier;758
Haarlem;KD33;;mr. A.J.W. Farncombe Sanders;721
Haarlemmermeer;KD76;Kiesgerechtigden;;1741
Haarlemmermeer;KD76;Opkomst;;761
Haarlemmermeer;KD76;AantalStembriefjes;;761
Haarlemmermeer;KD76;AantalGeldigeStemmen;;711
Haarlemmermeer;KD76;AantalBlancoStemmen;;45
Haarlemmermeer;KD76;;mr. F.J.M.A. Reekers;674
Hilversum;KD77;Kiesgerechtigden;;2453
Hilversum;KD77;Opkomst;;1543
Hilversum;KD77;AantalStembriefjes;;1543
Hilversum;KD77;AantalGeldigeStemmen;;1530
Hilversum;KD77;AantalBlancoStemmen;;9
Hilversum;KD77;;mr. T.P.baron van Mackay;986
Hilversum;KD77;;C.J. Hacke van Mijnden;539
Hoorn;KD35;AantalGeldigeStemmen;;4564
Hoorn;KD35;Kiesgerechtigden;;4299
Hoorn;KD35;Opkomst;;2293
Hoorn;KD35;AantalStembriefjes;;2293
Hoorn;KD35;AantalBlancoStemmen;;12
Hoorn;KD35;;mr. D. Visser van Hazerswoude;1385
Hoorn;KD35;;mr. W.K.baron van Dedem;1379
Hoorn;KD35;;W. Bos;793
Hoorn;KD35;;mr. Th. Heemskerk;789
Hoorn;KD35;;jhr.mr. M.A.de Savornin Lohman;76
Hoorn;KD35;;H.W.van Marle;66
Leeuwarden;KD7;Kiesgerechtigden;;3134
Leeuwarden;KD7;AantalGeldigeStemmen;;2690
Leeuwarden;KD7;AantalStembriefjes;;1374
Leeuwarden;KD7;Opkomst;;1374
Leeuwarden;KD7;AantalBlancoStemmen;;58
Leeuwarden;KD7;;F. Lieftinck;1009
Leeuwarden;KD7;;dr. J. Zaaijer;1004
Leeuwarden;KD7;;mr. U.H. Huber;309
Leeuwarden;KD7;;mr. Th. Heemskerk;294
Leiden;KD38;AantalGeldigeStemmen;;5310
Leiden;KD38;Kiesgerechtigden;;3244
Leiden;KD38;Opkomst;;2665
Leiden;KD38;AantalStembriefjes;;2665
Leiden;KD38;AantalBlancoStemmen;;10
Leiden;KD38;;mr. J.P. Smeele;994
Leiden;KD38;;J.P.T.van Nunen;970
Leiden;KD38;;O.baron van Wassenaer van Catwijck;877
Leiden;KD38;;J.H. Donner;828
Leiden;KD38;;mr. F. Was;810
Leiden;KD38;;H.J. Bool;791
Maastricht;KD64;Kiesgerechtigden;;2860
Maastricht;KD64;AantalGeldigeStemmen;;2416
Maastricht;KD64;AantalStembriefjes;;1238
Maastricht;KD64;Opkomst;;1238
Maastricht;KD64;AantalBlancoStemmen;;60
Maastricht;KD64;;jhr.mr. G.L.M.H. Ruijs van Beerenbroek;1104
Maastricht;KD64;;L.F.H.C. Ruland;1036
Maastricht;KD64;;mr. H. Goeman Borgesius;83
