Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Alkmaar;KD34;Kiesgerechtigden;;11523
Alkmaar;KD34;Opkomst;;10819
Alkmaar;KD34;AantalStembriefjes;;10819
Alkmaar;KD34;AantalGeldigeStemmen;;10729
Alkmaar;KD34;AantalBlancoStemmen;;90
Alkmaar;KD34;;jhr.mr. P.van Foreest;4621
Alkmaar;KD34;;J.R. Snoeck Henkemans;4505
Alkmaar;KD34;;A.H. Gerhard;1603
Almelo;KD15;Kiesgerechtigden;;10107
Almelo;KD15;Opkomst;;7664
Almelo;KD15;AantalStembriefjes;;7664
Almelo;KD15;AantalGeldigeStemmen;;7468
Almelo;KD15;AantalBlancoStemmen;;196
Almelo;KD15;;mr. P.J.M. Aalberse;5338
Almelo;KD15;;F.M. Wibaut;1106
Almelo;KD15;;mr. H. Goeman Borgesius;1024
Amersfoort;KD26;Kiesgerechtigden;;12193
Amersfoort;KD26;Opkomst;;11030
Amersfoort;KD26;AantalStembriefjes;;11030
Amersfoort;KD26;AantalGeldigeStemmen;;10900
Amersfoort;KD26;AantalBlancoStemmen;;130
Amersfoort;KD26;;jhr.mr. H.W.van Asch van Wijck;5118
Amersfoort;KD26;;mr. W.H.de Beaufort;5007
Amersfoort;KD26;;dr. J.van Leeuwen;775
Amsterdam I;KD28;Kiesgerechtigden;;5184
Amsterdam I;KD28;Opkomst;;3962
Amsterdam I;KD28;AantalStembriefjes;;3962
Amsterdam I;KD28;AantalGeldigeStemmen;;3898
Amsterdam I;KD28;AantalBlancoStemmen;;64
Amsterdam I;KD28;;dr. H.F.R. Hubrecht;1944
Amsterdam I;KD28;;J.W. Smit;1186
Amsterdam I;KD28;;A.H. Gerhard;768
Amsterdam II;KD29;Kiesgerechtigden;;5041
Amsterdam II;KD29;Opkomst;;3986
Amsterdam II;KD29;AantalStembriefjes;;3986
Amsterdam II;KD29;AantalGeldigeStemmen;;3866
Amsterdam II;KD29;AantalBlancoStemmen;;120
Amsterdam II;KD29;;mr. M. Mendels;1837
Amsterdam II;KD29;;J.R. Snoeck Henkemans;1057
Amsterdam II;KD29;;P. Otto;916
Amsterdam II;KD29;;dr. H. Gorter;56
Amsterdam III;KD30;Kiesgerechtigden;;16516
Amsterdam III;KD30;Opkomst;;13150
Amsterdam III;KD30;AantalStembriefjes;;13150
Amsterdam III;KD30;AantalGeldigeStemmen;;12785
Amsterdam III;KD30;AantalBlancoStemmen;;365
Amsterdam III;KD30;;mr. P.J. Troelstra;7309
Amsterdam III;KD30;;mr. P.J. Reijmer;2781
Amsterdam III;KD30;;mr. B.E. Asscher;2518
Amsterdam III;KD30;;D.J. Wijnkoop;177
Amsterdam IV;KD31;Kiesgerechtigden;;4733
Amsterdam IV;KD31;Opkomst;;3843
Amsterdam IV;KD31;AantalStembriefjes;;3843
Amsterdam IV;KD31;AantalGeldigeStemmen;;3784
Amsterdam IV;KD31;AantalBlancoStemmen;;59
Amsterdam IV;KD31;;mr. G.A.van Hamel;2037
Amsterdam IV;KD31;;J. Loopuit;1351
Amsterdam IV;KD31;;mr. H.W. Hovy;396
Amsterdam IX;KD115;Kiesgerechtigden;;22557
Amsterdam IX;KD115;Opkomst;;18276
Amsterdam IX;KD115;AantalStembriefjes;;18276
Amsterdam IX;KD115;AantalGeldigeStemmen;;17525
Amsterdam IX;KD115;AantalBlancoStemmen;;751
Amsterdam IX;KD115;;W.H. Vliegen;8204
Amsterdam IX;KD115;;mr. V.H. Rutgers;5519
Amsterdam IX;KD115;;mr. T.B. Pleijte;3655
Amsterdam IX;KD115;;D.J. Wijnkoop;147
Amsterdam V;KD32;Kiesgerechtigden;;16136
Amsterdam V;KD32;Opkomst;;13249
Amsterdam V;KD32;AantalStembriefjes;;13249
Amsterdam V;KD32;AantalGeldigeStemmen;;12796
Amsterdam V;KD32;AantalBlancoStemmen;;453
Amsterdam V;KD32;;T.M. Ketelaar;5304
Amsterdam V;KD32;;A.H. Gerhard;3995
