Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Alkmaar;KD34;AantalGeldigeStemmen;;3922
Alkmaar;KD34;Kiesgerechtigden;;2833
Alkmaar;KD34;AantalStembriefjes;;1979
Alkmaar;KD34;Opkomst;;1977
Alkmaar;KD34;AantalBlancoStemmen;;20
Alkmaar;KD34;;mr. H.J. Smit;1566
Alkmaar;KD34;;S.A.de Moraaz;1275
Alkmaar;KD34;;jhr.mr. C.van Foreest;685
Alkmaar;KD34;;W.J.C. Waterschoot van der Gracht;255
Almelo;KD15;Kiesgerechtigden;;1412
Almelo;KD15;Opkomst;;1387
Almelo;KD15;AantalStembriefjes;;1387
Almelo;KD15;AantalGeldigeStemmen;;1383
Almelo;KD15;AantalBlancoStemmen;;2
Almelo;KD15;;mr. M.J.de Man;1256
Almelo;KD15;;dr. W.R.baron van Hoëvell;644
Almelo;KD15;;mr. B.G.ten Pol;633
Almelo;KD15;;mr. G. Groen van Prinsterer;50
Almelo;KD15;;mr. Æ.baron van Mackay;49
Almelo;KD15;;H. Smelt;20
Amersfoort;KD26;AantalGeldigeStemmen;;4650
Amersfoort;KD26;Kiesgerechtigden;;2935
Amersfoort;KD26;AantalStembriefjes;;2364
Amersfoort;KD26;Opkomst;;2361
Amersfoort;KD26;AantalBlancoStemmen;;22
Amersfoort;KD26;;mr. A.W. Engelen;1335
Amersfoort;KD26;;mr. S.van Walchren;1209
Amersfoort;KD26;;E.W.van Dam van Isselt;847
Amersfoort;KD26;;mr. J.M.de Kempenaer;710
Amersfoort;KD26;;mr. J.J.van den Hagen van den Heuvel;100
Amersfoort;KD26;;mr. J. Ackersdijk;98
Amersfoort;KD26;;mr. G. Groen van Prinsterer;58
Amersfoort;KD26;;mr. H.A. Laan;53
Amersfoort;KD26;;mr. Æ.baron van Mackay;40
Amsterdam;KD72;AantalGeldigeStemmen;;11479
Amsterdam;KD72;Kiesgerechtigden;;3525
Amsterdam;KD72;Opkomst;;2316
Amsterdam;KD72;AantalStembriefjes;;2315
Amsterdam;KD72;AantalBlancoStemmen;;86
Amsterdam;KD72;;jhr.mr. C. Backer;2254
Amsterdam;KD72;;mr. M.H. Godefroi;1926
Amsterdam;KD72;;H. Stolte;1671
Amsterdam;KD72;;mr. J. Heemskerk Bzn.;1335
Amsterdam;KD72;;mr. F.A.van Hall;1145
Amsterdam;KD72;;mr. J. Heemskerk Azn.;577
Amsterdam;KD72;;dr. W.R.baron van Hoëvell;530
Amsterdam;KD72;;dr. E.C. Büchner;478
Amsterdam;KD72;;mr. G. Groen van Prinsterer;365
Amsterdam;KD72;;mr. J.W.van Romunde;276
Amsterdam;KD72;;mr.dr. J.J. Teding van Berkhout;266
Amsterdam;KD72;;mr. Æ.baron van Mackay;224
Appingedam;KD3;Kiesgerechtigden;;2918
Appingedam;KD3;AantalGeldigeStemmen;;2916
Appingedam;KD3;AantalStembriefjes;;1478
Appingedam;KD3;Opkomst;;1478
Appingedam;KD3;AantalBlancoStemmen;;7
Appingedam;KD3;;J.F. Zijlker;1255
Appingedam;KD3;;dr. R. Westerhoff;1128
Appingedam;KD3;;mr. E.J.T.van der Hoop;114
Appingedam;KD3;;P.W. Wiertsema;109
Appingedam;KD3;;mr. G. Diephuis;68
Appingedam;KD3;;G. Reinders;47
Arnhem;KD17;AantalGeldigeStemmen;;3544
Arnhem;KD17;Kiesgerechtigden;;2361
Arnhem;KD17;Opkomst;;1809
Arnhem;KD17;AantalStembriefjes;;1809
Arnhem;KD17;AantalBlancoStemmen;;37
Arnhem;KD17;;mr. M.J.de Man;959
Arnhem;KD17;;mr. W.H. Dullert;950
Arnhem;KD17;;mr. G. Groen van Prinsterer;751
Arnhem;KD17;;mr. Æ.baron van Mackay;622
Arnhem;KD17;;E.W.van Dam van Isselt;68
Arnhem;KD17;;mr. G.J.C. Schneither;61
Arnhem;KD17;;mr. J.M.de Kempenaer;24
Assen;KD5;AantalGeldigeStemmen;;3110
Assen;KD5;Kiesgerechtigden;;2416
Assen;KD5;AantalStembriefjes;;1572
Assen;KD5;Opkomst;;1570
Assen;KD5;AantalBlancoStemmen;;13
Assen;KD5;;mr. L.graaf van Heiden Reinestein;1134
Assen;KD5;;mr. P.van der Veen;763
Assen;KD5;;mr. L.N.graaf van Randwijck;585
Assen;KD5;;mr. P.W.A. Grevelink;170
Assen;KD5;;mr. W. Goedkoop;64
Assen;KD5;;A. Blom;55
Assen;KD5;;mr. G. Groen van Prinsterer;41
Assen;KD5;;A.van der Vlies;28
Boxmeer;KD75;Kiesgerechtigden;;1065
Boxmeer;KD75;AantalStembriefjes;;696
Boxmeer;KD75;Opkomst;;694
Boxmeer;KD75;AantalGeldigeStemmen;;681
Boxmeer;KD75;AantalBlancoStemmen;;1
Boxmeer;KD75;;mr. J.B.J. Hengst;549
Boxmeer;KD75;;jhr. J.B.van Sasse van Ysselt;66
Boxmeer;KD75;;P. Bloemarts;22
Boxmeer;KD75;;mr. J.L.A. Luyben;19
Breda;KD61;AantalGeldigeStemmen;;4481
Breda;KD61;Kiesgerechtigden;;3355
Breda;KD61;AantalStembriefjes;;2269
Breda;KD61;Opkomst;;2268
Breda;KD61;AantalBlancoStemmen;;25
Breda;KD61;;mr. L.D. Storm;2085
Breda;KD61;;mr. K.A. Meeussen;1301
Breda;KD61;;mr. P. Gouverneur;774
Breda;KD61;;mr. J.J. Loke;70
Breda;KD61;;mr. G. Groen van Prinsterer;42
Breda;KD61;;mr. J.D.W. Pape;40
Delft;KD45;AantalGeldigeStemmen;;3697
Delft;KD45;Kiesgerechtigden;;2548
Delft;KD45;AantalStembriefjes;;1901
Delft;KD45;Opkomst;;1899
Delft;KD45;AantalBlancoStemmen;;47
Delft;KD45;;mr. K.A. Poortman;1161
Delft;KD45;;mr. W. Wintgens;813
Delft;KD45;;mr. S.H. Anemaet;726
Delft;KD45;;mr. H.A.A.van Berckel;513
Delft;KD45;;P. Loopuyt;35
Delft;KD45;;mr. R.J.C. Metelerkamp;31
Delft;KD45;;dr. G. Simons;31
Delft;KD45;;mr. Æ.baron van Mackay;30
Delft;KD45;;C. Hoekwater;27
Deventer;KD14;Kiesgerechtigden;;1019
Deventer;KD14;Opkomst;;880
Deventer;KD14;AantalStembriefjes;;880
Deventer;KD14;AantalGeldigeStemmen;;871
Deventer;KD14;AantalBlancoStemmen;;4
Deventer;KD14;;jhr. C.M. Storm van 's Gravesande;679
Deventer;KD14;;mr. A.J. Duymaer van Twist;183
Dokkum;KD8;Kiesgerechtigden;;1456
Dokkum;KD8;Opkomst;;440
Dokkum;KD8;AantalStembriefjes;;440
Dokkum;KD8;AantalGeldigeStemmen;;427
Dokkum;KD8;AantalBlancoStemmen;;5
Dokkum;KD8;;I.T.ter Brugghen Hugenholtz;330
Dokkum;KD8;;jhr.mr. D.de Blocq van Haersma de With;40
Dokkum;KD8;;mr. J. Dirks;19
Dordrecht;KD42;AantalGeldigeStemmen;;2749
Dordrecht;KD42;Kiesgerechtigden;;2109
Dordrecht;KD42;AantalStembriefjes;;1405
Dordrecht;KD42;Opkomst;;1404
Dordrecht;KD42;AantalBlancoStemmen;;41
Dordrecht;KD42;;mr. J.S. Lotsy;1158
Dordrecht;KD42;;mr. P. Blussé van Oud-Alblas;484
Dordrecht;KD42;;A. Vogelsang;402
Dordrecht;KD42;;mr. W. Wijnaendts;293
Dordrecht;KD42;;dr. W.R.baron van Hoëvell;137
Dordrecht;KD42;;mr. G. Groen van Prinsterer;85
Dordrecht;KD42;;P.J.de Raadt van Hendrik-Ido-Ambacht;50
Eindhoven;KD60;AantalGeldigeStemmen;;2817
Eindhoven;KD60;Kiesgerechtigden;;1950
Eindhoven;KD60;Opkomst;;1432
Eindhoven;KD60;AantalStembriefjes;;1432
Eindhoven;KD60;AantalBlancoStemmen;;33
Eindhoven;KD60;;J.F.van der Heyde;1133
Eindhoven;KD60;;mr. J.B. Bots;1068
Eindhoven;KD60;;jhr.mr. J.O.de Jong van Beek en Donk;249
Eindhoven;KD60;;mr. P.van den Heuvel;185
Eindhoven;KD60;;jhr.mr. C.F. Wesselman;46
Eindhoven;KD60;;Bangeman Huygens van Lowendaal;32
Goes;KD53;Kiesgerechtigden;;1166
Goes;KD53;AantalStembriefjes;;651
Goes;KD53;Opkomst;;650
Goes;KD53;AantalGeldigeStemmen;;648
Goes;KD53;AantalBlancoStemmen;;3
Goes;KD53;;mr. P.J. Bachiene;259
Goes;KD53;;mr. J.J.van Deinse;191
Goes;KD53;;mr. G.A. Fokker;150
Gorinchem;KD41;Kiesgerechtigden;;1490
Gorinchem;KD41;Opkomst;;992
Gorinchem;KD41;AantalStembriefjes;;992
Gorinchem;KD41;AantalGeldigeStemmen;;978
Gorinchem;KD41;AantalBlancoStemmen;;1
Gorinchem;KD41;;C. Schiffer;256
Gorinchem;KD41;;mr. G. Groen van Prinsterer;239
Gorinchem;KD41;;mr. S.H. Anemaet;163
Gorinchem;KD41;;mr. J.D.van der Poel;135
Gorinchem;KD41;;mr. L. Metman;74
Gorinchem;KD41;;mr. P.L. Begram van Jaarsveld;70
Gouda;KD40;AantalGeldigeStemmen;;3847
Gouda;KD40;Kiesgerechtigden;;2881
Gouda;KD40;Opkomst;;1956
Gouda;KD40;AantalStembriefjes;;1956
Gouda;KD40;AantalBlancoStemmen;;49
Gouda;KD40;;mr. G.M.van der Linden;1087
Gouda;KD40;;mr. K.A. Poortman;848
Gouda;KD40;;E.C.U.van Doorn;773
Gouda;KD40;;mr. Æ.baron van Mackay;634
Gouda;KD40;;dr. E.C. Büchner;185
Gouda;KD40;;mr. L. Metman;130
Gouda;KD40;;mr. G. Groen van Prinsterer;77
Groningen;KD1;Kiesgerechtigden;;1417
Groningen;KD1;Opkomst;;815
Groningen;KD1;AantalStembriefjes;;815
Groningen;KD1;AantalGeldigeStemmen;;807
Groningen;KD1;AantalBlancoStemmen;;6
Groningen;KD1;;S. Blaupot ten Cate;390
Groningen;KD1;;mr. B. Wichers;263
Groningen;KD1;;jhr.mr. H.L. Wichers;76
Haarlem;KD33;Kiesgerechtigden;;1263
Haarlem;KD33;AantalStembriefjes;;762
Haarlem;KD33;Opkomst;;761
