Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Alkmaar;KD34;Kiesgerechtigden;;4021
Alkmaar;KD34;Opkomst;;2350
Alkmaar;KD34;AantalStembriefjes;;2349
Alkmaar;KD34;AantalGeldigeStemmen;;2332
Alkmaar;KD34;AantalBlancoStemmen;;14
Alkmaar;KD34;;mr. J.L.de Bruyn Kops;1336
Alkmaar;KD34;;W. Bos;644
Alkmaar;KD34;;jhr.mr. M.A.de Savornin Lohman;332
Almelo;KD15;Kiesgerechtigden;;2470
Almelo;KD15;AantalStembriefjes;;2136
Almelo;KD15;Opkomst;;2135
Almelo;KD15;AantalGeldigeStemmen;;2118
Almelo;KD15;AantalBlancoStemmen;;10
Almelo;KD15;;mr. J.R. Corver Hooft;1065
Almelo;KD15;;mr. A.van Laer;881
Almelo;KD15;;J.van Alphen;169
Amersfoort;KD26;Kiesgerechtigden;;3358
Amersfoort;KD26;AantalStembriefjes;;2041
Amersfoort;KD26;Opkomst;;2039
Amersfoort;KD26;AantalGeldigeStemmen;;2026
Amersfoort;KD26;AantalBlancoStemmen;;10
Amersfoort;KD26;;mr. W.K.F.P.graaf van Bylandt;1458
Amersfoort;KD26;;K.W.van Gorkom;555
Amsterdam;KD72;AantalGeldigeStemmen;;5378
Amsterdam;KD72;Kiesgerechtigden;;5299
Amsterdam;KD72;Opkomst;;1818
Amsterdam;KD72;AantalStembriefjes;;1818
Amsterdam;KD72;AantalBlancoStemmen;;64
Amsterdam;KD72;;jhr.mr. J.W.H. Rutgers van Rozenburg;1178
Amsterdam;KD72;;J. Dirks;1174
Amsterdam;KD72;;mr. J.G. Gleichman;1162
Amsterdam;KD72;;A.baron van Schimmelpenninck van der Oye;620
Amsterdam;KD72;;H.W.van Marle;611
Amsterdam;KD72;;jhr.mr. M.A.de Savornin Lohman;604
Appingedam;KD3;Kiesgerechtigden;;3346
Appingedam;KD3;Opkomst;;1582
Appingedam;KD3;AantalStembriefjes;;1582
Appingedam;KD3;AantalGeldigeStemmen;;1566
Appingedam;KD3;AantalBlancoStemmen;;11
Appingedam;KD3;;mr. D.de Ruiter Zijlker;836
Appingedam;KD3;;J.G. Nederhoed;644
Appingedam;KD3;;dr. G.C. Steijnis;59
Arnhem;KD17;Kiesgerechtigden;;3501
Arnhem;KD17;Opkomst;;2808
Arnhem;KD17;AantalStembriefjes;;2808
Arnhem;KD17;AantalGeldigeStemmen;;2791
Arnhem;KD17;AantalBlancoStemmen;;11
Arnhem;KD17;;A.baron van Schimmelpenninck van der Oye;1490
Arnhem;KD17;;mr. H.C. Verniers van der Loeff;1298
Assen;KD5;Kiesgerechtigden;;2706
Assen;KD5;Opkomst;;1492
Assen;KD5;AantalStembriefjes;;1492
Assen;KD5;AantalGeldigeStemmen;;1482
Assen;KD5;AantalBlancoStemmen;;3
Assen;KD5;;jhr. W.A.van der Feltz;963
Assen;KD5;;jhr.mr. M.A.de Savornin Lohman;481
Boxmeer;KD75;Kiesgerechtigden;;2728
Boxmeer;KD75;AantalStembriefjes;;1101
Boxmeer;KD75;Opkomst;;1100
Boxmeer;KD75;AantalGeldigeStemmen;;1057
Boxmeer;KD75;AantalBlancoStemmen;;43
Boxmeer;KD75;;mr. J.M.L.H. Clercx;1026
Breda;KD61;Kiesgerechtigden;;4042
Breda;KD61;Opkomst;;2012
Breda;KD61;AantalStembriefjes;;2012
Breda;KD61;AantalGeldigeStemmen;;1982
Breda;KD61;AantalBlancoStemmen;;18
Breda;KD61;;mr. H.A.des Amorie van der Hoeven;1586
Breda;KD61;;R.J.A. Kallenberg van den Bosch;367
Brielle;KD50;Kiesgerechtigden;;1344
Brielle;KD50;Opkomst;;1175
Brielle;KD50;AantalStembriefjes;;1175
Brielle;KD50;AantalGeldigeStemmen;;1171
Brielle;KD50;AantalBlancoStemmen;;3
Brielle;KD50;;dr. K.A. Rombach;687
Brielle;KD50;;jhr.mr. A.F.de Savornin Lohman;478
Delft;KD45;Kiesgerechtigden;;3386
Delft;KD45;Opkomst;;2694
Delft;KD45;AantalStembriefjes;;2694
Delft;KD45;AantalGeldigeStemmen;;2684
Delft;KD45;AantalBlancoStemmen;;9
Delft;KD45;;mr. A.H.M.van Berckel;1031
Delft;KD45;;mr. A.E.J. Modderman;918
Delft;KD45;;jhr.mr. G.J.T. Beelaerts van Blokland;730
Deventer;KD14;Kiesgerechtigden;;3243
Deventer;KD14;AantalStembriefjes;;2586
Deventer;KD14;Opkomst;;2585
Deventer;KD14;AantalGeldigeStemmen;;2573
Deventer;KD14;AantalBlancoStemmen;;7
Deventer;KD14;;mr. P. Blussé van Oud-Alblas;1426
Deventer;KD14;;mr. A.P.R.C.baron van Borch van Verwolde;1141
Dokkum;KD8;Kiesgerechtigden;;2712
Dokkum;KD8;Opkomst;;2207
Dokkum;KD8;AantalStembriefjes;;2207
Dokkum;KD8;AantalGeldigeStemmen;;2196
Dokkum;KD8;AantalBlancoStemmen;;9
Dokkum;KD8;;mr. W.A. Bergsma;1138
Dokkum;KD8;;mr. U.H. Huber;1053
Dordrecht;KD42;Kiesgerechtigden;;2472
Dordrecht;KD42;Opkomst;;1885
Dordrecht;KD42;AantalStembriefjes;;1885
Dordrecht;KD42;AantalGeldigeStemmen;;1873
Dordrecht;KD42;AantalBlancoStemmen;;9
Dordrecht;KD42;;mr. J.B.van Osenbruggen;971
Dordrecht;KD42;;mr. L.W.C. Keuchenius;896
Eindhoven;KD60;Kiesgerechtigden;;2610
Eindhoven;KD60;Opkomst;;1052
Eindhoven;KD60;AantalStembriefjes;;1052
Eindhoven;KD60;AantalGeldigeStemmen;;1046
Eindhoven;KD60;AantalBlancoStemmen;;6
Eindhoven;KD60;;dr. P.J.F. Vermeulen;1019
Goes;KD53;Kiesgerechtigden;;2767
Goes;KD53;Opkomst;;1806
Goes;KD53;AantalStembriefjes;;1806
Goes;KD53;AantalGeldigeStemmen;;1783
Goes;KD53;AantalBlancoStemmen;;19
Goes;KD53;;jhr.mr. A.F.de Savornin Lohman;1311
Goes;KD53;;W.J.van Gorkom;437
Gorinchem;KD41;Kiesgerechtigden;;3858
Gorinchem;KD41;Opkomst;;2123
Gorinchem;KD41;AantalStembriefjes;;2123
Gorinchem;KD41;AantalGeldigeStemmen;;2107
Gorinchem;KD41;AantalBlancoStemmen;;13
Gorinchem;KD41;;mr. L.W.C. Keuchenius;1449
Gorinchem;KD41;;jhr. G.J.G. Klerck;644
Gouda;KD40;Kiesgerechtigden;;3874
Gouda;KD40;Opkomst;;2658
Gouda;KD40;AantalStembriefjes;;2658
Gouda;KD40;AantalGeldigeStemmen;;2650
Gouda;KD40;AantalBlancoStemmen;;7
Gouda;KD40;;jhr.mr. K.A. Godin de Beaufort;1646
