Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Alkmaar;KD34;Kiesgerechtigden;;12557
Almelo;KD15;Kiesgerechtigden;;11096
Amersfoort;KD26;Kiesgerechtigden;;14218
Amersfoort;KD26;Opkomst;;5034
Amersfoort;KD26;AantalStembriefjes;;5034
Amersfoort;KD26;AantalGeldigeStemmen;;4905
Amersfoort;KD26;AantalBlancoStemmen;;129
Amersfoort;KD26;;mr. W.H.de Beaufort;4411
Amersfoort;KD26;;J.F. Baerveldt;342
Amersfoort;KD26;;M.C.van Wijhe;152
Amsterdam I;KD28;Kiesgerechtigden;;6061
Amsterdam I;KD28;Opkomst;;1686
Amsterdam I;KD28;AantalStembriefjes;;1686
Amsterdam I;KD28;AantalGeldigeStemmen;;1618
Amsterdam I;KD28;AantalBlancoStemmen;;68
Amsterdam I;KD28;;dr. H.F.R. Hubrecht;1121
Amsterdam I;KD28;;mr. W. Heineken;497
Amsterdam II;KD29;Kiesgerechtigden;;5731
Amsterdam II;KD29;Opkomst;;1957
Amsterdam II;KD29;AantalStembriefjes;;1957
Amsterdam II;KD29;AantalGeldigeStemmen;;1804
Amsterdam II;KD29;AantalBlancoStemmen;;153
Amsterdam II;KD29;;A.H. Gerhard;885
Amsterdam II;KD29;;dr. Z. Kamerling;639
Amsterdam II;KD29;;D.J. Wijnkoop;280
Amsterdam III;KD30;Kiesgerechtigden;;19622
Amsterdam III;KD30;Opkomst;;6908
Amsterdam III;KD30;AantalStembriefjes;;6908
Amsterdam III;KD30;AantalGeldigeStemmen;;6619
Amsterdam III;KD30;AantalBlancoStemmen;;289
Amsterdam III;KD30;;P. Otto;4204
Amsterdam III;KD30;;D.J. Wijnkoop;1298
Amsterdam III;KD30;;M. Robart;1117
Amsterdam IV;KD31;Kiesgerechtigden;;4978
Amsterdam IV;KD31;Opkomst;;1524
Amsterdam IV;KD31;AantalStembriefjes;;1524
Amsterdam IV;KD31;AantalGeldigeStemmen;;1467
Amsterdam IV;KD31;AantalBlancoStemmen;;57
Amsterdam IV;KD31;;mr. J.A.van Hamel;1102
Amsterdam IV;KD31;;A.de Hullu;214
Amsterdam IV;KD31;;D.J. Wijnkoop;151
Amsterdam IX;KD115;Kiesgerechtigden;;27317
Amsterdam IX;KD115;Opkomst;;10072
Amsterdam IX;KD115;AantalStembriefjes;;10072
Amsterdam IX;KD115;AantalGeldigeStemmen;;9440
Amsterdam IX;KD115;AantalBlancoStemmen;;632
Amsterdam IX;KD115;;J.van den Tempel;5880
Amsterdam IX;KD115;;J.F. Baerveldt;1894
Amsterdam IX;KD115;;D.J. Wijnkoop;1039
