Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Amsterdam VIII;KD114;Kiesgerechtigden;;4655
Amsterdam VIII;KD114;Opkomst;;3510
Amsterdam VIII;KD114;AantalStembriefjes;;3510
Amsterdam VIII;KD114;AantalGeldigeStemmen;;3409
Amsterdam VIII;KD114;AantalBlancoStemmen;;101
Amsterdam VIII;KD114;;W.de Vlugt;1790
Amsterdam VIII;KD114;;P. Nolting;1231
Amsterdam VIII;KD114;;J.E.W. Duijs;388
Apeldoorn;KD91;Kiesgerechtigden;;9745
Apeldoorn;KD91;Opkomst;;7223
Apeldoorn;KD91;AantalStembriefjes;;7223
Apeldoorn;KD91;AantalGeldigeStemmen;;7151
Apeldoorn;KD91;AantalBlancoStemmen;;72
Apeldoorn;KD91;;mr. W.K.F.P.graaf van Bylandt;4397
Apeldoorn;KD91;;J. Esmeijer;2458
Apeldoorn;KD91;;dr. J.A.H.van den Brink;296
Appingedam;KD3;Kiesgerechtigden;;8531
Appingedam;KD3;Opkomst;;7114
Appingedam;KD3;AantalStembriefjes;;7114
Appingedam;KD3;AantalGeldigeStemmen;;7064
Appingedam;KD3;AantalBlancoStemmen;;50
Appingedam;KD3;;A. Zijlstra;2816
Appingedam;KD3;;J.H.A. Schaper;2705
Appingedam;KD3;;H. Groenewout;1543
Arnhem;KD17;Kiesgerechtigden;;8069
Arnhem;KD17;Opkomst;;6509
Arnhem;KD17;AantalStembriefjes;;6509
Arnhem;KD17;AantalGeldigeStemmen;;6449
Arnhem;KD17;AantalBlancoStemmen;;60
Arnhem;KD17;;H.C. Hogerzeil;2917
Arnhem;KD17;;K. Eland;2481
Arnhem;KD17;;L.M. Hermans;1051
Assen;KD5;Kiesgerechtigden;;7772
Assen;KD5;Opkomst;;4427
Assen;KD5;AantalStembriefjes;;4427
Assen;KD5;AantalGeldigeStemmen;;4381
Assen;KD5;AantalBlancoStemmen;;46
Assen;KD5;;mr. M.W.F. Treub;1892
Assen;KD5;;jhr. L.A.S.J.de Milly van Heiden Reinestein;1007
Assen;KD5;;H. Bos Kz.;957
Assen;KD5;;A.van der Heide;525
Bergen op Zoom;KD63;Kiesgerechtigden;;7881
Bergen op Zoom;KD63;Opkomst;;5400
Bergen op Zoom;KD63;AantalStembriefjes;;5400
Bergen op Zoom;KD63;AantalGeldigeStemmen;;5262
Bergen op Zoom;KD63;AantalBlancoStemmen;;138
Bergen op Zoom;KD63;;L.D.J.L.de Ram;3124
Bergen op Zoom;KD63;;A.L.G.H.M. Coenen;1412
Bergen op Zoom;KD63;;dr. J.A.H.van den Brink;433
Bergen op Zoom;KD63;;G. Nijpels;293
Beverwijk;KD95;Kiesgerechtigden;;13306
Beverwijk;KD95;Opkomst;;11366
Beverwijk;KD95;AantalStembriefjes;;11366
Beverwijk;KD95;AantalGeldigeStemmen;;11215
Beverwijk;KD95;AantalBlancoStemmen;;151
Beverwijk;KD95;;W.C.J. Passtoors;6228
Beverwijk;KD95;;A. Schucking Kool;2744
Beverwijk;KD95;;mr.dr. J.H.W.Q.ter Spill;1443
Beverwijk;KD95;;dr. J.van Leeuwen;800
Bodegraven;KD97;Kiesgerechtigden;;8888
Bodegraven;KD97;Opkomst;;6890
Bodegraven;KD97;AantalStembriefjes;;6890
Bodegraven;KD97;AantalGeldigeStemmen;;6821
Bodegraven;KD97;AantalBlancoStemmen;;69
Bodegraven;KD97;;mr. J.W.H.M.van Idsinga;4772
Bodegraven;KD97;;J. Kraus;1695
Bodegraven;KD97;;H. Spiekman;354
Breda;KD61;Kiesgerechtigden;;7653
Breda;KD61;Opkomst;;5688
Breda;KD61;AantalStembriefjes;;5688
Breda;KD61;AantalGeldigeStemmen;;5605
Breda;KD61;AantalBlancoStemmen;;83
Breda;KD61;;W.H. Bogaardt;4281
Breda;KD61;;dr. J.A.H.van den Brink;615
Breda;KD61;;mr. P. Tideman;454
Breda;KD61;;H. Snijders;151
Breda;KD61;;J.A. Oomen;104
Breukelen;KD92;Kiesgerechtigden;;7758
Brielle;KD50;Kiesgerechtigden;;7687
Brielle;KD50;Opkomst;;6272
Brielle;KD50;AantalStembriefjes;;6272
Brielle;KD50;AantalGeldigeStemmen;;6171
Brielle;KD50;AantalBlancoStemmen;;101
Brielle;KD50;;A. Roodhuyzen;3053
Brielle;KD50;;H.C. Vegtel;2632
Brielle;KD50;;N.van Hinte;486
Delft;KD45;Kiesgerechtigden;;7438
Delft;KD45;Opkomst;;6023
Delft;KD45;AantalStembriefjes;;6023
Delft;KD45;AantalGeldigeStemmen;;5946
Delft;KD45;AantalBlancoStemmen;;77
Delft;KD45;;mr. H.A.van de Velde;3828
Delft;KD45;;mr.dr. H.J. Romeijn;1357
Delft;KD45;;K.ter Laan;761
Den Helder;KD94;Kiesgerechtigden;;8402
Den Helder;KD94;Opkomst;;6891
Den Helder;KD94;AantalStembriefjes;;6891
Den Helder;KD94;AantalGeldigeStemmen;;6834
Den Helder;KD94;AantalBlancoStemmen;;57
Den Helder;KD94;;mr. T.H.de Meester;3128
Den Helder;KD94;;A.P. Staalman;2950
Den Helder;KD94;;C. Thomassen;659
Den Helder;KD94;;F. Fokkens;97
Deventer;KD14;Kiesgerechtigden;;7740
Deventer;KD14;Opkomst;;5995
Deventer;KD14;AantalStembriefjes;;5995
Deventer;KD14;AantalGeldigeStemmen;;5900
Deventer;KD14;AantalBlancoStemmen;;95
Deventer;KD14;;mr. H.P. Marchant;2999
Deventer;KD14;;mr. P.J.M. Aalberse;1806
Deventer;KD14;;jhr.mr. H. Smissaert;883
Deventer;KD14;;N.van Hinte;212
Doetinchem;KD21;Kiesgerechtigden;;11594
Doetinchem;KD21;Opkomst;;10190
Doetinchem;KD21;AantalStembriefjes;;10190
Doetinchem;KD21;AantalGeldigeStemmen;;10112
Doetinchem;KD21;AantalBlancoStemmen;;78
Doetinchem;KD21;;P.van Vliet;6181
Doetinchem;KD21;;mr. T.H.de Meester;3093
Doetinchem;KD21;;L.M. Hermans;838
Dokkum;KD8;Kiesgerechtigden;;7597
Dokkum;KD8;Opkomst;;6523
Dokkum;KD8;AantalStembriefjes;;6523
Dokkum;KD8;AantalGeldigeStemmen;;6461
Dokkum;KD8;AantalBlancoStemmen;;62
Dokkum;KD8;;mr. R.van Veen;3676
Dokkum;KD8;;K.de Vries Szn.;2265
Dokkum;KD8;;A.van der Heide;520
Dordrecht;KD42;Kiesgerechtigden;;8846
Dordrecht;KD42;Opkomst;;7528
Dordrecht;KD42;AantalStembriefjes;;7528
Dordrecht;KD42;AantalGeldigeStemmen;;7407
Dordrecht;KD42;AantalBlancoStemmen;;121
Dordrecht;KD42;;dr. A. Kuyper;3322
Dordrecht;KD42;;P.J.de Kanter;2641
Dordrecht;KD42;;J.H.F.van Zadelhoff;827
Dordrecht;KD42;;mr. J.van Drooge;617
Druten;KD88;Kiesgerechtigden;;6343
Druten;KD88;Opkomst;;3818
Druten;KD88;AantalStembriefjes;;3818
Druten;KD88;AantalGeldigeStemmen;;3713
Druten;KD88;AantalBlancoStemmen;;105
Druten;KD88;;mr. T.J.A. Duijnstee;3404
Druten;KD88;;Z.D.J.W. Gulden;309
Ede;KD90;Kiesgerechtigden;;7688
Ede;KD90;Opkomst;;5953
Ede;KD90;AantalStembriefjes;;5953
Ede;KD90;AantalGeldigeStemmen;;5830
Ede;KD90;AantalBlancoStemmen;;123
Ede;KD90;;jhr. G.J.A. Schimmelpenninck;2749
Ede;KD90;;J.W. Rudolph;2522
Ede;KD90;;J.C.J.B.A.de Josselin de Jong;405
Ede;KD90;;S. Lindeman;154
Eindhoven;KD60;Kiesgerechtigden;;7548
Eindhoven;KD60;Opkomst;;5325
Eindhoven;KD60;AantalStembriefjes;;5325
Eindhoven;KD60;AantalGeldigeStemmen;;5270
Eindhoven;KD60;AantalBlancoStemmen;;55
Eindhoven;KD60;;V.A.M.van den Heuvel;4759
Eindhoven;KD60;;J. Jansen;511
Elst;KD22;Kiesgerechtigden;;8246
Elst;KD22;Opkomst;;5050
Elst;KD22;AantalStembriefjes;;5050
Elst;KD22;AantalGeldigeStemmen;;4918
Elst;KD22;AantalBlancoStemmen;;132
Elst;KD22;;mr. A.I.M.J.baron van Wijnbergen;4367
Elst;KD22;;S. Lindeman;551
Emmen;KD79;Kiesgerechtigden;;8809
Emmen;KD79;Opkomst;;6600
Emmen;KD79;AantalStembriefjes;;6600
Emmen;KD79;AantalGeldigeStemmen;;6498
Emmen;KD79;AantalBlancoStemmen;;102
Emmen;KD79;;dr. P.H. Roessingh;4116
Emmen;KD79;;P. Wielinga;1990
Emmen;KD79;;A.van der Heide;392
Enkhuizen;KD93;Kiesgerechtigden;;10243
Enkhuizen;KD93;Opkomst;;9972
Enkhuizen;KD93;AantalStembriefjes;;9972
Enkhuizen;KD93;AantalGeldigeStemmen;;9931
Enkhuizen;KD93;AantalBlancoStemmen;;41
Enkhuizen;KD93;;N. Oosterbaan;5074
Enkhuizen;KD93;;mr. H. Goeman Borgesius;4697
Enkhuizen;KD93;;J.G.van Kuykhof;157
Enschede;KD16;Kiesgerechtigden;;15251
Enschede;KD16;Opkomst;;14248
Enschede;KD16;AantalStembriefjes;;14248
Enschede;KD16;AantalGeldigeStemmen;;14078
Enschede;KD16;AantalBlancoStemmen;;170
Enschede;KD16;;G. Elhorst;7163
Enschede;KD16;;H.H.van Kol;4882
Enschede;KD16;;C.K. Elout;2033
Franeker;KD11;Kiesgerechtigden;;8043
Franeker;KD11;Opkomst;;6907
Franeker;KD11;AantalStembriefjes;;6907
Franeker;KD11;AantalGeldigeStemmen;;6868
Franeker;KD11;AantalBlancoStemmen;;39
Franeker;KD11;;C.E.van Koetsveld;2974
Franeker;KD11;;W.P.G. Helsdingen;2503
Franeker;KD11;;A. Rauwerda;1391
Goes;KD53;Kiesgerechtigden;;7260
Goes;KD53;Opkomst;;5929
Goes;KD53;AantalStembriefjes;;5929
Goes;KD53;AantalGeldigeStemmen;;5865
Goes;KD53;AantalBlancoStemmen;;64
Goes;KD53;;jhr.mr. A.F.de Savornin Lohman;3656
Goes;KD53;;mr. H. Goeman Borgesius;1987
Goes;KD53;;dr. J.A.H.van den Brink;222
Gorinchem;KD41;Kiesgerechtigden;;8298
Gorinchem;KD41;Opkomst;;7404
Gorinchem;KD41;AantalStembriefjes;;7404
Gorinchem;KD41;AantalGeldigeStemmen;;7307
Gorinchem;KD41;AantalBlancoStemmen;;97
Gorinchem;KD41;;H. Pollema;3806
Gorinchem;KD41;;mr. T.H.de Meester;3319
Gorinchem;KD41;;J.A. Bergmeyer;182
Gouda;KD40;Kiesgerechtigden;;9453
Gouda;KD40;Opkomst;;8250
Gouda;KD40;AantalStembriefjes;;8250
Gouda;KD40;AantalGeldigeStemmen;;8199
Gouda;KD40;AantalBlancoStemmen;;51
Gouda;KD40;;H. Colijn;3988
Gouda;KD40;;jhr.mr. W.T.C.van Doorn;3668
Gouda;KD40;;J.A. Bergmeyer;543
Grave;KD56;Kiesgerechtigden;;6821
Groningen;KD1;Kiesgerechtigden;;9096
Groningen;KD1;Opkomst;;6964
Groningen;KD1;AantalStembriefjes;;6964
Groningen;KD1;AantalGeldigeStemmen;;6838
Groningen;KD1;AantalBlancoStemmen;;126
Groningen;KD1;;mr. H.L. Drucker;3501
Groningen;KD1;;jhr.mr. A.F.de Savornin Lohman;2170
Groningen;KD1;;W.H. Vliegen;1167
Gulpen;KD104;Kiesgerechtigden;;8561
Gulpen;KD104;Opkomst;;7125
Gulpen;KD104;AantalStembriefjes;;7125
Gulpen;KD104;AantalGeldigeStemmen;;6982
Gulpen;KD104;AantalBlancoStemmen;;143
Gulpen;KD104;;jhr.mr. C.J.M. Ruijs de Beerenbrouck;4098
Gulpen;KD104;;P.M.F.H. Brouwers;2787
Gulpen;KD104;;H.H.van Kol;97
Haarlem;KD33;Kiesgerechtigden;;9807
Haarlem;KD33;Opkomst;;8226
Haarlem;KD33;AantalStembriefjes;;8226
Haarlem;KD33;AantalGeldigeStemmen;;8136
Haarlem;KD33;AantalBlancoStemmen;;90
Haarlem;KD33;;jhr.mr. F.K.van Lennep;3913
Haarlem;KD33;;mr. J.H. Thiel;1844
Haarlem;KD33;;jhr.mr. F.W.van Styrum;1390
Haarlem;KD33;;mr. P.J. Troelstra;989
Haarlemmermeer;KD76;Kiesgerechtigden;;11215
Haarlemmermeer;KD76;Opkomst;;9182
Haarlemmermeer;KD76;AantalStembriefjes;;9182
Haarlemmermeer;KD76;AantalGeldigeStemmen;;9005
Haarlemmermeer;KD76;AantalBlancoStemmen;;177
Haarlemmermeer;KD76;;F.H.van Wichen;5713
Haarlemmermeer;KD76;;dr. W.P. Ruijsch;2500
Haarlemmermeer;KD76;;L. Hoejenbos;431
Haarlemmermeer;KD76;;J.H.M. Balvers;361
Harlingen;KD80;Kiesgerechtigden;;7480
Harlingen;KD80;Opkomst;;6368
Harlingen;KD80;AantalStembriefjes;;6368
Harlingen;KD80;AantalGeldigeStemmen;;6297
Harlingen;KD80;AantalBlancoStemmen;;71
Harlingen;KD80;;dr. J.T.de Visser;3728
Harlingen;KD80;;L.W.J.K. Thomson;1784
Harlingen;KD80;;H.A.J.van Wijhe;785
Helmond;KD59;Kiesgerechtigden;;6570
Hilversum;KD77;Kiesgerechtigden;;11419
Hilversum;KD77;Opkomst;;7535
Hilversum;KD77;AantalStembriefjes;;7535
Hilversum;KD77;AantalGeldigeStemmen;;7394
Hilversum;KD77;AantalBlancoStemmen;;141
Hilversum;KD77;;mr. S.baron van Heemstra 2;4913
Hilversum;KD77;;N.H.van Roggen;1657
Hilversum;KD77;;T.van der Waerden;824
Hontenisse;KD101;Kiesgerechtigden;;7604
Hontenisse;KD101;Opkomst;;6520
Hontenisse;KD101;AantalStembriefjes;;6520
Hontenisse;KD101;AantalGeldigeStemmen;;6405
Hontenisse;KD101;AantalBlancoStemmen;;115
Hontenisse;KD101;;P.F. Fruijtier;3362
Hontenisse;KD101;;jhr. R.R.L.de Muralt;1709
Hontenisse;KD101;;H.A.van Dalsum;1202
Hontenisse;KD101;;dr. J.A.H.van den Brink;132
Hoogezand;KD107;Kiesgerechtigden;;6921
Hoogezand;KD107;Opkomst;;5513
Hoogezand;KD107;AantalStembriefjes;;5513
Hoogezand;KD107;AantalGeldigeStemmen;;5440
Hoogezand;KD107;AantalBlancoStemmen;;73
Hoogezand;KD107;;K.ter Laan;2091
Hoogezand;KD107;;mr. P. Rink;1766
Hoogezand;KD107;;A. Zijlstra;1583
Hoorn;KD35;Kiesgerechtigden;;8145
Hoorn;KD35;Opkomst;;6957
Hoorn;KD35;AantalStembriefjes;;6957
Hoorn;KD35;AantalGeldigeStemmen;;6894
Hoorn;KD35;AantalBlancoStemmen;;63
Hoorn;KD35;;P.B.J. Ferf;2847
Hoorn;KD35;;C.D. Wesseling;2043
Hoorn;KD35;;J.G.van Kuykhof;823
Hoorn;KD35;;G. Klomp;759
Hoorn;KD35;;mr. V.H. Rutgers;422
Kampen;KD13;Kiesgerechtigden;;7655
Kampen;KD13;Opkomst;;6870
Kampen;KD13;AantalStembriefjes;;6870
Kampen;KD13;AantalGeldigeStemmen;;6798
Kampen;KD13;AantalBlancoStemmen;;72
Kampen;KD13;;mr. F.A.C.graaf van Lynden van Sandenburg;4027
Kampen;KD13;;N.J. Bosch;2595
Kampen;KD13;;J.E.W. Duijs;176
Katwijk;KD96;Kiesgerechtigden;;8932
Katwijk;KD96;Opkomst;;6802
Katwijk;KD96;AantalStembriefjes;;6802
Katwijk;KD96;AantalGeldigeStemmen;;6721
Katwijk;KD96;AantalBlancoStemmen;;81
Katwijk;KD96;;mr. O.J.E.baron van Wassenaer van Catwijck;5875
Katwijk;KD96;;jhr.mr. C.A. Elias;846
Leeuwarden;KD7;Kiesgerechtigden;;8026
Leeuwarden;KD7;Opkomst;;6882
Leeuwarden;KD7;AantalStembriefjes;;6882
Leeuwarden;KD7;AantalGeldigeStemmen;;6818
Leeuwarden;KD7;AantalBlancoStemmen;;64
Leeuwarden;KD7;;L.W.J.K. Thomson;2538
Leeuwarden;KD7;;mr. P.J. Troelstra;2529
Leeuwarden;KD7;;G. Hofstede;1554
Leeuwarden;KD7;;H.D.van Ketwich Verschuur;197
Leiden;KD38;Kiesgerechtigden;;6760
Leiden;KD38;Opkomst;;5620
Leiden;KD38;AantalStembriefjes;;5620
Leiden;KD38;AantalGeldigeStemmen;;5547
Leiden;KD38;AantalBlancoStemmen;;73
Leiden;KD38;;dr. J.T.de Visser;2976
Leiden;KD38;;mr.dr. J.H.W.Q.ter Spill;1080
Leiden;KD38;;A. Kaptein;587
Leiden;KD38;;G. Nijpels;393
Leiden;KD38;;H. Spiekman;388
Leiden;KD38;;L.L.H.de Visser;123
Lochem;KD86;Kiesgerechtigden;;9406
Lochem;KD86;Opkomst;;8064
Lochem;KD86;AantalStembriefjes;;8064
Lochem;KD86;AantalGeldigeStemmen;;7951
Lochem;KD86;AantalBlancoStemmen;;113
Lochem;KD86;;mr. A.baron van Heeckeren van Kell;3189
Lochem;KD86;;mr. G. Jannink;2745
Lochem;KD86;;J. Kok;2017
Loosduinen;KD98;Kiesgerechtigden;;9945
Loosduinen;KD98;Opkomst;;7842
Loosduinen;KD98;AantalStembriefjes;;7842
Loosduinen;KD98;AantalGeldigeStemmen;;7699
Loosduinen;KD98;AantalBlancoStemmen;;143
Loosduinen;KD98;;A. Brummelkamp jr.;5829
Loosduinen;KD98;;mr. A. Ferf;1550
Loosduinen;KD98;;J.H.A. Schaper;320
Maastricht;KD64;Kiesgerechtigden;;7409
Maastricht;KD64;Opkomst;;6289
Maastricht;KD64;AantalStembriefjes;;6289
Maastricht;KD64;AantalGeldigeStemmen;;6177
Maastricht;KD64;AantalBlancoStemmen;;112
Maastricht;KD64;;mr. F.I.J. Janssen;4179
Maastricht;KD64;;jhr.mr. W.C.de Jonge;1178
Maastricht;KD64;;J.B.H. Klijnen;820
Meppel;KD84;Kiesgerechtigden;;7343
Meppel;KD84;Opkomst;;5877
Meppel;KD84;AantalStembriefjes;;5877
Meppel;KD84;AantalGeldigeStemmen;;5779
Meppel;KD84;AantalBlancoStemmen;;98
Meppel;KD84;;mr. H. Smeenge;3221
Meppel;KD84;;B. Berends;2323
Meppel;KD84;;E. Rugge;235
Middelburg;KD51;Kiesgerechtigden;;10198
Middelburg;KD51;Opkomst;;8864
Middelburg;KD51;AantalStembriefjes;;8864
Middelburg;KD51;AantalGeldigeStemmen;;8758
Middelburg;KD51;AantalBlancoStemmen;;106
Middelburg;KD51;;J.H. Blum;4953
Middelburg;KD51;;H. Snijders;2467
Middelburg;KD51;;jhr. E.A.O.de Casembroot;855
Middelburg;KD51;;mr. G.W. Sannes;483
Nijmegen;KD23;Kiesgerechtigden;;8363
Nijmegen;KD23;Opkomst;;4618
Nijmegen;KD23;AantalStembriefjes;;4618
Nijmegen;KD23;AantalGeldigeStemmen;;4487
Nijmegen;KD23;AantalBlancoStemmen;;131
Nijmegen;KD23;;jhr.mr. O.F.A.M.van Nispen tot Sevenaer;3646
Nijmegen;KD23;;F.U. Schmidt;841
Ommen;KD85;Kiesgerechtigden;;9026
Ommen;KD85;Opkomst;;7375
Ommen;KD85;AantalStembriefjes;;7375
Ommen;KD85;AantalGeldigeStemmen;;7250
Ommen;KD85;AantalBlancoStemmen;;125
Ommen;KD85;;dr. A. Kuyper;4141
Ommen;KD85;;H.W. Teesselink;3109
Oostburg;KD100;Kiesgerechtigden;;8488
Oostburg;KD100;Opkomst;;7261
Oostburg;KD100;AantalStembriefjes;;7261
Oostburg;KD100;AantalGeldigeStemmen;;7175
Oostburg;KD100;AantalBlancoStemmen;;86
Oostburg;KD100;;G.A. Vorsterman van Oyen;3612
Oostburg;KD100;;mr. P. Dieleman;3274
Oostburg;KD100;;mr. G.W. Sannes;289
Oosterhout;KD102;Kiesgerechtigden;;7460
Oosterhout;KD102;Opkomst;;5107
Oosterhout;KD102;AantalStembriefjes;;5107
Oosterhout;KD102;AantalGeldigeStemmen;;4997
Oosterhout;KD102;AantalBlancoStemmen;;110
Oosterhout;KD102;;jhr. I.B.D.van den Berch van Heemstede;4459
Oosterhout;KD102;;mr. P. Tideman;321
Oosterhout;KD102;;W.F. Dekkers;217
Rheden;KD87;Kiesgerechtigden;;7609
Ridderkerk;KD49;Kiesgerechtigden;;8370
Ridderkerk;KD49;Opkomst;;7688
Ridderkerk;KD49;AantalStembriefjes;;7688
Ridderkerk;KD49;AantalGeldigeStemmen;;7591
Ridderkerk;KD49;AantalBlancoStemmen;;97
Ridderkerk;KD49;;mr. A.P.R.C.baron van Borch van Verwolde;4176
Ridderkerk;KD49;;W.H.van Bilderbeek;2280
Ridderkerk;KD49;;J. Welleman;984
Ridderkerk;KD49;;J.A. Bergmeyer;151
Roermond;KD65;Kiesgerechtigden;;6753
Rotterdam I;KD46;Kiesgerechtigden;;10111
Rotterdam I;KD46;Opkomst;;7678
Rotterdam I;KD46;AantalStembriefjes;;7678
Rotterdam I;KD46;AantalGeldigeStemmen;;7623
Rotterdam I;KD46;AantalBlancoStemmen;;55
Rotterdam I;KD46;;jhr.mr. D.J.de Geer;3341
Rotterdam I;KD46;;mr. H. Goeman Borgesius;2162
Rotterdam I;KD46;;H. Spiekman;2120
Rotterdam II;KD47;Kiesgerechtigden;;10761
Rotterdam II;KD47;Opkomst;;8510
Rotterdam II;KD47;AantalStembriefjes;;8510
Rotterdam II;KD47;AantalGeldigeStemmen;;8434
Rotterdam II;KD47;AantalBlancoStemmen;;76
Rotterdam II;KD47;;dr. W.B.van Staveren;4029
Rotterdam II;KD47;;D.de Klerk;3200
Rotterdam II;KD47;;mr. P.J. Troelstra;1205
Rotterdam III;KD116;Kiesgerechtigden;;5628
Rotterdam III;KD116;Opkomst;;4485
Rotterdam III;KD116;AantalStembriefjes;;4485
Rotterdam III;KD116;AantalGeldigeStemmen;;4435
Rotterdam III;KD116;AantalBlancoStemmen;;50
Rotterdam III;KD116;;J.B. Verhey;2097
Rotterdam III;KD116;;mr. J.A. Loeff;2048
Rotterdam III;KD116;;dr. J.A.H.van den Brink;290
Rotterdam IV;KD117;Kiesgerechtigden;;12488
Rotterdam IV;KD117;Opkomst;;9467
Rotterdam IV;KD117;AantalStembriefjes;;9467
Rotterdam IV;KD117;AantalGeldigeStemmen;;9392
Rotterdam IV;KD117;AantalBlancoStemmen;;75
Rotterdam IV;KD117;;J.F. Heemskerk;4418
Rotterdam IV;KD117;;A. Plate;3380
Rotterdam IV;KD117;;H. Spiekman;1525
Rotterdam IV;KD117;;dr. W.van Ravesteijn jr.;69
Rotterdam V;KD118;Kiesgerechtigden;;7577
Rotterdam V;KD118;Opkomst;;5295
Rotterdam V;KD118;AantalStembriefjes;;5295
Rotterdam V;KD118;AantalGeldigeStemmen;;5258
